bond_code,currency_type,tenor,issuance_name,outstanding_volume,interest_payment_method,interest_payment_type,coupon_rate,remaining_tenor,status,face_value,duration,issuance_day,issuance_month,issuance_year,maturity_day,maturity_month,maturity_year
QH061132,VND,5 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.5,0 ngày,Hủy niêm yết,100000,5.002739726,27,10,2006,27,10,2011
QH061133,VND,5 Năm,Ngân hàng Phát triển Việt Nam,200,Định kỳ - Cuối kỳ,Standard Coupon,8.5,0 ngày,Hủy niêm yết,100000,5.002739726,15,11,2006,15,11,2011
QH061134,VND,5 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.5,0 ngày,Hủy niêm yết,100000,5.002739726,14,11,2006,14,11,2011
QH061135,VND,5 Năm,Ngân hàng Phát triển Việt Nam,3000000,Định kỳ - Cuối kỳ,Standard Coupon,8.5,0 ngày,Hủy niêm yết,100000,5.002739726,24,11,2006,24,11,2011
QH061136,VND,5 Năm,Ngân hàng Phát triển Việt Nam,1800000,Định kỳ - Cuối kỳ,Standard Coupon,8.5,0 ngày,Hủy niêm yết,100000,5.002739726,11,12,2006,11,12,2011
QH061137,VND,5 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Cuối kỳ,Standard Coupon,8.5,0 ngày,Hủy niêm yết,100000,5.002739726,30,11,2006,30,11,2011
QH061141,VND,5 Năm,Ngân hàng Phát triển Việt Nam,1600000,Định kỳ - Cuối kỳ,Standard Coupon,8.5,0 ngày,Hủy niêm yết,100000,5.002739726,20,12,2006,20,12,2011
QH061611,VND,10 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Cuối kỳ,Standard Coupon,8.95,0 ngày,Hủy niêm yết,100000,10.00821918,17,8,2006,17,8,2016
QH061618,VND,10 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Cuối kỳ,Standard Coupon,8.6,21 ngày,Hủy niêm yết,100000,10.00821918,13,9,2006,13,9,2016
QH062101,VND,15 Năm,Ngân hàng Phát triển Việt Nam,200,Định kỳ - Cuối kỳ,Standard Coupon,9.25,7 ngày,Hủy niêm yết,100000,15.0109589,17,5,2006,17,5,2021
QH062104,VND,15 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Cuối kỳ,Standard Coupon,9.25,5 ngày,Hủy niêm yết,100000,15.0109589,17,7,2006,17,7,2021
QH062107,VND,15 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Cuối kỳ,Standard Coupon,9.25,5 ngày,Hủy niêm yết,100000,15.0109589,31,7,2006,31,7,2021
QH062111,VND,15 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Cuối kỳ,Standard Coupon,9.25,7 ngày,Hủy niêm yết,100000,15.0109589,17,8,2006,17,8,2021
QH062112,VND,15 Năm,Ngân hàng Phát triển Việt Nam,50,Định kỳ - Cuối kỳ,Standard Coupon,9.25,7 ngày,Hủy niêm yết,100000,15.0109589,17,8,2006,17,8,2021
QH062113,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,9.2,7 ngày,Hủy niêm yết,100000,15.0109589,25,8,2006,25,8,2021
QH062116,VND,15 Năm,Ngân hàng Phát triển Việt Nam,400,Định kỳ - Cuối kỳ,Standard Coupon,9.2,7 ngày,Hủy niêm yết,100000,15.0109589,25,8,2006,25,8,2021
QH062122,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2500000,Định kỳ - Cuối kỳ,Standard Coupon,9.2,7 ngày,Hủy niêm yết,100000,15.0109589,31,8,2006,31,8,2021
QH062123,VND,15 Năm,Ngân hàng Phát triển Việt Nam,300,Định kỳ - Cuối kỳ,Standard Coupon,8.9,6 ngày,Hủy niêm yết,100000,15.0109589,12,9,2006,12,9,2021
QH062125,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1700000,Định kỳ - Cuối kỳ,Standard Coupon,9,7 ngày,Hủy niêm yết,100000,15.0109589,6,10,2006,6,10,2021
QH062126,VND,15 Năm,Ngân hàng Phát triển Việt Nam,600,Định kỳ - Cuối kỳ,Standard Coupon,9.25,7 ngày,Hủy niêm yết,100000,15.0109589,11,8,2006,11,8,2021
QH062128,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2500000,Định kỳ - Cuối kỳ,Standard Coupon,9,7 ngày,Hủy niêm yết,100000,15.0109589,13,10,2006,13,10,2021
QH062129,VND,15 Năm,Ngân hàng Phát triển Việt Nam,250,Định kỳ - Cuối kỳ,Standard Coupon,9,6 ngày,Hủy niêm yết,100000,15.0109589,17,10,2006,17,10,2021
QH062131,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9,7 ngày,Hủy niêm yết,100000,15.0109589,18,10,2006,18,10,2021
QH062133,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9,7 ngày,Hủy niêm yết,100000,15.0109589,15,11,2006,15,11,2021
QH062138,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9,6 ngày,Hủy niêm yết,100000,15.0109589,28,11,2006,28,11,2021
QH062139,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1500000,Định kỳ - Cuối kỳ,Standard Coupon,9,7 ngày,Hủy niêm yết,100000,15.0109589,30,11,2006,30,11,2021
QH062140,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1500000,Định kỳ - Cuối kỳ,Standard Coupon,9,6 ngày,Hủy niêm yết,100000,15.0109589,12,12,2006,12,12,2021
QH062142,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,9,7 ngày,Hủy niêm yết,100000,15.0109589,22,12,2006,22,12,2021
QH071016,VND,3 Năm,Ngân hàng Phát triển Việt Nam,10000000,Định kỳ - Cuối kỳ,Standard Coupon,7.3,0 ngày,Hủy niêm yết,100000,3.002739726,12,2,2007,12,2,2010
QH071018,VND,3 Năm,Ngân hàng Phát triển Việt Nam,10000000,Định kỳ - Cuối kỳ,Standard Coupon,6.7,0 ngày,Hủy niêm yết,100000,3.002739726,22,3,2007,22,3,2010
QH071020,VND,3 Năm,Ngân hàng Phát triển Việt Nam,10000000,Định kỳ - Cuối kỳ,Standard Coupon,6.8,0 ngày,Hủy niêm yết,100000,3.002739726,17,4,2007,17,4,2010
QH071201,VND,5 Năm,Ngân hàng Phát triển Việt Nam,5000000,Định kỳ - Cuối kỳ,Standard Coupon,8.4,0 ngày,Hủy niêm yết,100000,5.002739726,15,1,2007,15,1,2012
QH071202,VND,5 Năm,Ngân hàng Phát triển Việt Nam,1400000,Định kỳ - Cuối kỳ,Standard Coupon,8.4,0 ngày,Hủy niêm yết,100000,5.002739726,10,1,2007,10,1,2012
QH071203,VND,5 Năm,Ngân hàng Phát triển Việt Nam,20000000,Định kỳ - Cuối kỳ,Standard Coupon,8.4,0 ngày,Hủy niêm yết,100000,5.002739726,12,1,2007,12,1,2012
QH071207,VND,5 Năm,Ngân hàng Phát triển Việt Nam,5000000,Định kỳ - Cuối kỳ,Standard Coupon,8.4,0 ngày,Hủy niêm yết,100000,5.002739726,23,1,2007,23,1,2012
QH071208,VND,5 Năm,Ngân hàng Phát triển Việt Nam,17500000,Định kỳ - Cuối kỳ,Standard Coupon,8.4,0 ngày,Hủy niêm yết,100000,5.002739726,24,1,2007,24,1,2012
QH071210,VND,5 Năm,Ngân hàng Phát triển Việt Nam,3000000,Định kỳ - Cuối kỳ,Standard Coupon,8.4,0 ngày,Hủy niêm yết,100000,5.002739726,22,1,2007,22,1,2012
QH071211,VND,5 Năm,Ngân hàng Phát triển Việt Nam,30000000,Định kỳ - Cuối kỳ,Standard Coupon,8.1,0 ngày,Hủy niêm yết,100000,5.002739726,26,1,2007,26,1,2012
QH071212,VND,5 Năm,Ngân hàng Phát triển Việt Nam,15000000,Định kỳ - Cuối kỳ,Standard Coupon,8.1,0 ngày,Hủy niêm yết,100000,5.002739726,29,1,2007,29,1,2012
QH071213,VND,5 Năm,Ngân hàng Phát triển Việt Nam,6600000,Định kỳ - Cuối kỳ,Standard Coupon,8.4,0 ngày,Hủy niêm yết,100000,5.002739726,23,1,2007,23,1,2012
QH071714,VND,10 Năm,Ngân hàng Phát triển Việt Nam,10000000,Định kỳ - Cuối kỳ,Standard Coupon,8.5,6 ngày,Hủy niêm yết,100000,10.00821918,12,2,2007,12,2,2017
QH071717,VND,10 Năm,Ngân hàng Phát triển Việt Nam,6000000,Định kỳ - Cuối kỳ,Standard Coupon,7.2,7 ngày,Hủy niêm yết,100000,10.00821918,30,3,2007,30,3,2017
QH071722,VND,10 Năm,Ngân hàng Phát triển Việt Nam,1750000,Định kỳ - Cuối kỳ,Standard Coupon,7.95,7 ngày,Hủy niêm yết,100000,10.00821918,5,7,2007,5,7,2017
QH072205,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,9,7 ngày,Hủy niêm yết,100000,15.0109589,17,1,2007,17,1,2022
QH072209,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9,7 ngày,Hủy niêm yết,100000,15.0109589,11,1,2007,11,1,2022
QH072213,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1500000,Định kỳ - Cuối kỳ,Standard Coupon,9,6 ngày,Hủy niêm yết,100000,15.0109589,23,1,2007,23,1,2022
QH072216,VND,15 Năm,Ngân hàng Phát triển Việt Nam,10000000,Định kỳ - Cuối kỳ,Standard Coupon,8.8,5 ngày,Hủy niêm yết,100000,15.0109589,12,2,2007,12,2,2022
QH072219,VND,15 Năm,Ngân hàng Phát triển Việt Nam,10000000,Định kỳ - Cuối kỳ,Standard Coupon,7.6,7 ngày,Hủy niêm yết,100000,15.0109589,19,4,2007,19,4,2022
QH072221,VND,15 Năm,Ngân hàng Phát triển Việt Nam,5000000,Định kỳ - Cuối kỳ,Standard Coupon,8,7 ngày,Hủy niêm yết,100000,15.0109589,20,6,2007,20,6,2022
QH072223,VND,15 Năm,Ngân hàng Phát triển Việt Nam,4000000,Định kỳ - Cuối kỳ,Standard Coupon,8.4,7 ngày,Hủy niêm yết,100000,15.0109589,26,7,2007,26,7,2022
QH072224,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,8.4,6 ngày,Hủy niêm yết,100000,15.0109589,17,7,2007,17,7,2022
QHB071225,VND,5 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8,0 ngày,Hủy niêm yết,100000,5.005479452,17,10,2007,17,10,2012
QHB0810003,VND,2 Năm,Ngân hàng Phát triển Việt Nam,12600000,Định kỳ - Cuối kỳ,Standard Coupon,7.7,0 ngày,Hủy niêm yết,100000,2.002739726,15,1,2008,15,1,2010
QHB0810006,VND,2 Năm,Ngân hàng Phát triển Việt Nam,13000000,Định kỳ - Cuối kỳ,Standard Coupon,7.7,0 ngày,Hủy niêm yết,100000,2.002739726,11,1,2008,11,1,2010
QHB0810007,VND,2 Năm,Ngân hàng Phát triển Việt Nam,19000000,Định kỳ - Cuối kỳ,Standard Coupon,7.7,0 ngày,Hủy niêm yết,100000,2.002739726,21,1,2008,21,1,2010
QHB0810014,VND,2 Năm,Ngân hàng Phát triển Việt Nam,10000000,Định kỳ - Cuối kỳ,Standard Coupon,7.7,0 ngày,Hủy niêm yết,100000,2.002739726,25,2,2008,25,2,2010
QHB0810015,VND,2 Năm,Ngân hàng Phát triển Việt Nam,20000000,Định kỳ - Cuối kỳ,Standard Coupon,7.7,0 ngày,Hủy niêm yết,100000,2,29,2,2008,28,2,2010
QHB0810020,VND,2 Năm,Ngân hàng Phát triển Việt Nam,32000000,Định kỳ - Cuối kỳ,Standard Coupon,7.5,0 ngày,Hủy niêm yết,100000,2,14,3,2008,14,3,2010
QHB0811018,VND,3 Năm,Ngân hàng Phát triển Việt Nam,5000000,Định kỳ - Cuối kỳ,Standard Coupon,8,0 ngày,Hủy niêm yết,100000,3,12,3,2008,12,3,2011
QHB0811065,VND,3 Năm,Ngân hàng Phát triển Việt Nam,5000000,Định kỳ - Cuối kỳ,Standard Coupon,15,0 ngày,Hủy niêm yết,100000,3,31,10,2008,31,10,2011
QHB0811068,VND,3 Năm,Ngân hàng Phát triển Việt Nam,3000000,Định kỳ - Cuối kỳ,Standard Coupon,11,0 ngày,Hủy niêm yết,100000,3,18,11,2008,18,11,2011
QHB0811078,VND,3 Năm,Ngân hàng Phát triển Việt Nam,5000000,Định kỳ - Cuối kỳ,Standard Coupon,11,0 ngày,Hủy niêm yết,100000,3,21,11,2008,21,11,2011
QHB0811084,VND,3 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Cuối kỳ,Standard Coupon,9,0 ngày,Hủy niêm yết,100000,3,22,12,2008,22,12,2011
QHB0811086,VND,3 Năm,Ngân hàng Phát triển Việt Nam,15000000,Định kỳ - Cuối kỳ,Standard Coupon,9,0 ngày,Hủy niêm yết,100000,3,19,12,2008,19,12,2011
QHB0811088,VND,3 Năm,Ngân hàng Phát triển Việt Nam,6500000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,3,31,12,2008,31,12,2011
QHB0811089,VND,3 Năm,Ngân hàng Phát triển Việt Nam,10000000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,0 ngày,Hủy niêm yết,100000,3,29,12,2008,29,12,2011
QHB0813053,VND,5 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,15,0 ngày,Hủy niêm yết,100000,5.002739726,30,9,2008,30,9,2013
QHB0813054,VND,5 Năm,Ngân hàng Phát triển Việt Nam,5000000,Định kỳ - Cuối kỳ,Standard Coupon,15,0 ngày,Hủy niêm yết,100000,5.002739726,17,10,2008,17,10,2013
QHB0813061,VND,5 Năm,Ngân hàng Phát triển Việt Nam,10000000,Định kỳ - Cuối kỳ,Standard Coupon,15,0 ngày,Hủy niêm yết,100000,5.002739726,21,10,2008,21,10,2013
QHB0813062,VND,5 Năm,Ngân hàng Phát triển Việt Nam,10000000,Định kỳ - Cuối kỳ,Standard Coupon,15,0 ngày,Hủy niêm yết,100000,5.002739726,23,10,2008,23,10,2013
QHB0813063,VND,5 Năm,Ngân hàng Phát triển Việt Nam,16000000,Định kỳ - Cuối kỳ,Standard Coupon,15,0 ngày,Hủy niêm yết,100000,5.002739726,28,10,2008,28,10,2013
QHB0813064,VND,5 Năm,Ngân hàng Phát triển Việt Nam,15000000,Định kỳ - Cuối kỳ,Standard Coupon,15,0 ngày,Hủy niêm yết,100000,5.002739726,30,10,2008,30,10,2013
QHB0813066,VND,5 Năm,Ngân hàng Phát triển Việt Nam,2100000,Định kỳ - Cuối kỳ,Standard Coupon,15,0 ngày,Hủy niêm yết,100000,5.002739726,31,10,2008,31,10,2013
QHB0813069,VND,5 Năm,Ngân hàng Phát triển Việt Nam,3000000,Định kỳ - Cuối kỳ,Standard Coupon,11,0 ngày,Hủy niêm yết,100000,5.002739726,18,11,2008,18,11,2013
QHB0813072,VND,5 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,11,0 ngày,Hủy niêm yết,100000,5.002739726,20,11,2008,20,11,2013
QHB0813073,VND,5 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Cuối kỳ,Standard Coupon,11,0 ngày,Hủy niêm yết,100000,5.002739726,19,11,2008,19,11,2013
QHB0813087,VND,5 Năm,Ngân hàng Phát triển Việt Nam,5000000,Định kỳ - Cuối kỳ,Standard Coupon,9,0 ngày,Hủy niêm yết,100000,5.002739726,19,12,2008,19,12,2013
QHB0818033,VND,10 Năm,Ngân hàng Phát triển Việt Nam,800,Định kỳ - Cuối kỳ,Standard Coupon,15,6 ngày,Hủy niêm yết,100000,10.00547945,26,8,2008,26,8,2018
QHB0818043,VND,10 Năm,Ngân hàng Phát triển Việt Nam,6700000,Định kỳ - Cuối kỳ,Standard Coupon,15,6 ngày,Hủy niêm yết,100000,10.00547945,16,9,2008,16,9,2018
QHB0818048,VND,10 Năm,Ngân hàng Phát triển Việt Nam,1200000,Định kỳ - Cuối kỳ,Standard Coupon,15,6 ngày,Hủy niêm yết,100000,10.00547945,23,9,2008,23,9,2018
QHB0823036,VND,15 Năm,Ngân hàng Phát triển Việt Nam,3200000,Định kỳ - Cuối kỳ,Standard Coupon,15,179 ngày,Bình thường,100000,15.00821918,29,8,2008,29,8,2023
QHB0823039,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1300000,Định kỳ - Cuối kỳ,Standard Coupon,15,191 ngày,Bình thường,100000,15.00821918,10,9,2008,10,9,2023
QHB0823044,VND,15 Năm,Ngân hàng Phát triển Việt Nam,4610000,Định kỳ - Cuối kỳ,Standard Coupon,15,197 ngày,Bình thường,100000,15.00821918,16,9,2008,16,9,2023
QHB0823049,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1300000,Định kỳ - Cuối kỳ,Standard Coupon,15,204 ngày,Bình thường,100000,15.00821918,23,9,2008,23,9,2023
QHB0911014,VND,2 Năm,Ngân hàng Phát triển Việt Nam,10000000,Định kỳ - Cuối kỳ,Standard Coupon,8.9,0 ngày,Hủy niêm yết,100000,2,18,8,2009,18,8,2011
QHB0911015,VND,2 Năm,Ngân hàng Phát triển Việt Nam,10000000,Định kỳ - Cuối kỳ,Standard Coupon,8.9,0 ngày,Hủy niêm yết,100000,2,26,8,2009,26,8,2011
QHB0911019,VND,2 Năm,Ngân hàng Phát triển Việt Nam,10000000,Định kỳ - Cuối kỳ,Standard Coupon,9.2,0 ngày,Hủy niêm yết,100000,2,16,9,2009,16,9,2011
QHB0911020,VND,2 Năm,Ngân hàng Phát triển Việt Nam,10000000,Định kỳ - Cuối kỳ,Standard Coupon,9.2,0 ngày,Hủy niêm yết,100000,2,14,9,2009,14,9,2011
QHB0911021,VND,2 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.9,0 ngày,Hủy niêm yết,100000,2,26,8,2009,26,8,2011
QHB0912022,VND,3 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,9.2,0 ngày,Hủy niêm yết,100000,3.002739726,27,8,2009,27,8,2012
QHB0912029,VND,3 Năm,Ngân hàng Phát triển Việt Nam,5000000,Định kỳ - Cuối kỳ,Standard Coupon,11,0 ngày,Hủy niêm yết,100000,3.002739726,24,12,2009,24,12,2012
QHB0912030,VND,3 Năm,Ngân hàng Phát triển Việt Nam,5000000,Định kỳ - Cuối kỳ,Standard Coupon,11,0 ngày,Hủy niêm yết,100000,3.002739726,30,12,2009,30,12,2012
QHB0919013,VND,10 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9.3,6 ngày,Hủy niêm yết,100000,10.00547945,21,7,2009,21,7,2019
QHB1012002,VND,2 Năm,Ngân hàng Phát triển Việt Nam,40000000,Định kỳ - Cuối kỳ,Standard Coupon,11.7,0 ngày,Hủy niêm yết,100000,2,10,2,2010,10,2,2012
QHB1012004,VND,2 Năm,Ngân hàng Phát triển Việt Nam,10000000,Định kỳ - Cuối kỳ,Standard Coupon,12.1,0 ngày,Hủy niêm yết,100000,2.002739726,15,3,2010,15,3,2012
QHB1012005,VND,2 Năm,Ngân hàng Phát triển Việt Nam,12000000,Định kỳ - Cuối kỳ,Standard Coupon,12.1,0 ngày,Hủy niêm yết,100000,2.002739726,11,3,2010,11,3,2012
QHB1012007,VND,2 Năm,Ngân hàng Phát triển Việt Nam,5000000,Định kỳ - Cuối kỳ,Standard Coupon,12.1,0 ngày,Hủy niêm yết,100000,2.002739726,12,3,2010,12,3,2012
QHB1012009,VND,2 Năm,Ngân hàng Phát triển Việt Nam,10000000,Định kỳ - Cuối kỳ,Standard Coupon,12.1,0 ngày,Hủy niêm yết,100000,2.002739726,16,3,2010,16,3,2012
QHB1012015,VND,2 Năm,Ngân hàng Phát triển Việt Nam,7000000,Định kỳ - Cuối kỳ,Standard Coupon,12.1,0 ngày,Hủy niêm yết,100000,2.002739726,23,3,2010,23,3,2012
QHB1012016,VND,2 Năm,Ngân hàng Phát triển Việt Nam,20000000,Định kỳ - Cuối kỳ,Standard Coupon,12.1,0 ngày,Hủy niêm yết,100000,2.002739726,24,3,2010,24,3,2012
QHB1012018,VND,2 Năm,Ngân hàng Phát triển Việt Nam,1500000,Định kỳ - Cuối kỳ,Standard Coupon,12.1,0 ngày,Hủy niêm yết,100000,2.002739726,25,3,2010,25,3,2012
QHB1012019,VND,2 Năm,Ngân hàng Phát triển Việt Nam,5500000,Định kỳ - Cuối kỳ,Standard Coupon,12.1,0 ngày,Hủy niêm yết,100000,2.002739726,31,3,2010,31,3,2012
QHB1012020,VND,2 Năm,Ngân hàng Phát triển Việt Nam,12500000,Định kỳ - Cuối kỳ,Standard Coupon,11.8,0 ngày,Hủy niêm yết,100000,2.002739726,12,4,2010,12,4,2012
QHB1013006,VND,3 Năm,Ngân hàng Phát triển Việt Nam,5000000,Định kỳ - Cuối kỳ,Standard Coupon,12.1,0 ngày,Hủy niêm yết,100000,3.002739726,11,3,2010,11,3,2013
QHB1013008,VND,3 Năm,Ngân hàng Phát triển Việt Nam,5000000,Định kỳ - Cuối kỳ,Standard Coupon,12.1,0 ngày,Hủy niêm yết,100000,3.002739726,12,3,2010,12,3,2013
QHB1013013,VND,3 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,12.1,0 ngày,Hủy niêm yết,100000,3.002739726,22,3,2010,22,3,2013
QHB1013017,VND,3 Năm,Ngân hàng Phát triển Việt Nam,10000000,Định kỳ - Cuối kỳ,Standard Coupon,12.1,0 ngày,Hủy niêm yết,100000,3.002739726,24,3,2010,24,3,2013
QHB1013021,VND,3 Năm,Ngân hàng Phát triển Việt Nam,8500000,Định kỳ - Cuối kỳ,Standard Coupon,11.9,0 ngày,Hủy niêm yết,100000,3.002739726,12,4,2010,12,4,2013
QHB1013022,VND,3 Năm,Ngân hàng Phát triển Việt Nam,26000000,Định kỳ - Cuối kỳ,Standard Coupon,11.9,0 ngày,Hủy niêm yết,100000,3.002739726,15,4,2010,15,4,2013
QHB1013023,VND,3 Năm,Ngân hàng Phát triển Việt Nam,44900000,Định kỳ - Cuối kỳ,Standard Coupon,11.9,0 ngày,Hủy niêm yết,100000,3.002739726,16,4,2010,16,4,2013
QHB1013027,VND,3 Năm,Ngân hàng Phát triển Việt Nam,20000000,Định kỳ - Cuối kỳ,Standard Coupon,11.7,0 ngày,Hủy niêm yết,100000,3.002739726,20,4,2010,20,4,2013
QHB1013031,VND,3 Năm,Ngân hàng Phát triển Việt Nam,7800000,Định kỳ - Cuối kỳ,Standard Coupon,11.6,0 ngày,Hủy niêm yết,100000,3.002739726,27,4,2010,27,4,2013
QHB1020028,VND,10 Năm,Ngân hàng Phát triển Việt Nam,31200000,Định kỳ - Cuối kỳ,Standard Coupon,11.5,7 ngày,Hủy niêm yết,100000,10.00821918,22,4,2010,22,4,2020
QHD0811055,VND,3 Năm,Ngân hàng Phát triển Việt Nam,400,Định kỳ - Cuối kỳ,Standard Coupon,15,0 ngày,Hủy niêm yết,100000,3,28,10,2008,28,10,2011
QHD0811059,VND,3 Năm,Ngân hàng Phát triển Việt Nam,2100000,Định kỳ - Cuối kỳ,Standard Coupon,15,0 ngày,Hủy niêm yết,100000,3,4,11,2008,4,11,2011
QHD0811067,VND,3 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,11,0 ngày,Hủy niêm yết,100000,3,18,11,2008,18,11,2011
QHD0811076,VND,3 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,10.74,0 ngày,Hủy niêm yết,100000,3,25,11,2008,25,11,2011
QHD0811085,VND,3 Năm,Ngân hàng Phát triển Việt Nam,2000000,Định kỳ - Cuối kỳ,Standard Coupon,8.98,0 ngày,Hủy niêm yết,100000,3,23,12,2008,23,12,2011
QHD0813047,VND,5 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Cuối kỳ,Standard Coupon,15,0 ngày,Hủy niêm yết,100000,5.002739726,23,9,2008,23,9,2013
QHD0813056,VND,5 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Cuối kỳ,Standard Coupon,15,0 ngày,Hủy niêm yết,100000,5.002739726,28,10,2008,28,10,2013
QHD0813060,VND,5 Năm,Ngân hàng Phát triển Việt Nam,1900000,Định kỳ - Cuối kỳ,Standard Coupon,15,0 ngày,Hủy niêm yết,100000,5.002739726,4,11,2008,4,11,2013
QHD0813075,VND,5 Năm,Ngân hàng Phát triển Việt Nam,280,Định kỳ - Cuối kỳ,Standard Coupon,9.8,0 ngày,Hủy niêm yết,100000,5.002739726,2,12,2008,2,12,2013
QHD0813077,VND,5 Năm,Ngân hàng Phát triển Việt Nam,3000000,Định kỳ - Cuối kỳ,Standard Coupon,10.89,0 ngày,Hủy niêm yết,100000,5.002739726,25,11,2008,25,11,2013
QHD0818030,VND,10 Năm,Ngân hàng Phát triển Việt Nam,1170000,Định kỳ - Cuối kỳ,Standard Coupon,15,7 ngày,Hủy niêm yết,100000,10.00547945,20,8,2008,20,8,2018
QHD0823023,VND,15 Năm,Ngân hàng Phát triển Việt Nam,70,Định kỳ - Cuối kỳ,Standard Coupon,15,137 ngày,Bình thường,100000,15.00821918,18,7,2008,18,7,2023
QHD0823031,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,15,170 ngày,Bình thường,100000,15.00821918,20,8,2008,20,8,2023
QHD0823032,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1290000,Định kỳ - Cuối kỳ,Standard Coupon,15,154 ngày,Bình thường,100000,15.00821918,4,8,2008,4,8,2023
QHD0823042,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1100000,Định kỳ - Cuối kỳ,Standard Coupon,15,196 ngày,Bình thường,100000,15.00821918,15,9,2008,15,9,2023
QHD0823050,VND,15 Năm,Ngân hàng Phát triển Việt Nam,850,Định kỳ - Cuối kỳ,Standard Coupon,15,211 ngày,Bình thường,100000,15.00821918,30,9,2008,30,9,2023
QHD0914025,VND,5 Năm,Ngân hàng Phát triển Việt Nam,50,Định kỳ - Cuối kỳ,Standard Coupon,9,0 ngày,Hủy niêm yết,100000,5.002739726,24,11,2009,24,11,2014
QHD0919008,VND,10 Năm,Ngân hàng Phát triển Việt Nam,1000000,Định kỳ - Cuối kỳ,Standard Coupon,9.2,6 ngày,Hủy niêm yết,100000,10.00547945,23,6,2009,23,6,2019
QHD0919024,VND,10 Năm,Ngân hàng Phát triển Việt Nam,2500000,Định kỳ - Cuối kỳ,Standard Coupon,9.9,5 ngày,Hủy niêm yết,100000,10.00547945,16,11,2009,16,11,2019
QNGB13161,VND,3 Năm,Ủy ban Nhân dân Tỉnh Quảng Ninh,1500000,Định kỳ - Cuối kỳ,Standard Coupon,7.43,9 ngày,Hủy niêm yết,100000,3.002739726,31,12,2013,31,12,2016
QNGH13263,VND,3 Năm,Ủy ban Nhân dân Tỉnh Quảng Ninh,8000000,Định kỳ - Cuối kỳ,Standard Coupon,8.75,32 ngày,Hủy niêm yết,100000,3.002739726,24,9,2013,24,9,2016
