bond_code,currency_type,tenor,issuance_name,outstanding_volume,interest_payment_method,interest_payment_type,coupon_rate,remaining_tenor,status,face_value,duration,issuance_day,issuance_month,issuance_year,maturity_day,maturity_month,maturity_year
TB1012034,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,28800000,Định kỳ - Cuối kỳ,Standard Coupon,11.3,0 ngày,Hủy niêm yết,100000,2.002739726,26,4,2010,26,4,2012
TB1013035,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,2500000,Định kỳ - Cuối kỳ,Standard Coupon,11.4,0 ngày,Hủy niêm yết,100000,3.002739726,26,4,2010,26,4,2013
TB1013040,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,27250000,Định kỳ - Cuối kỳ,Standard Coupon,11.25,0 ngày,Hủy niêm yết,100000,3.002739726,13,5,2010,13,5,2013
TB1013042,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,21000000,Định kỳ - Cuối kỳ,Standard Coupon,11.02,0 ngày,Hủy niêm yết,100000,3.002739726,27,5,2010,27,5,2013
TB1013047,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,20000000,Định kỳ - Cuối kỳ,Standard Coupon,10.9,0 ngày,Hủy niêm yết,100000,3.002739726,10,6,2010,10,6,2013
TB1013051,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,24600000,Định kỳ - Cuối kỳ,Standard Coupon,10.08,0 ngày,Hủy niêm yết,100000,3.002739726,24,6,2010,24,6,2013
TB1013054,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,10000000,Định kỳ - Cuối kỳ,Standard Coupon,9.8,0 ngày,Hủy niêm yết,100000,3.002739726,8,7,2010,8,7,2013
TB1013060,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,11620000,Định kỳ - Cuối kỳ,Standard Coupon,9.78,0 ngày,Hủy niêm yết,100000,3.002739726,30,9,2010,30,9,2013
TB1015036,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,23536700,Định kỳ - Cuối kỳ,Standard Coupon,11.5,0 ngày,Hủy niêm yết,100000,5.002739726,26,4,2010,26,4,2015
TB1015041,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,38998600,Định kỳ - Cuối kỳ,Standard Coupon,11.33,0 ngày,Hủy niêm yết,100000,5.002739726,13,5,2010,13,5,2015
TB1015043,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,300,Định kỳ - Cuối kỳ,Standard Coupon,11.2,0 ngày,Hủy niêm yết,100000,5.002739726,27,5,2010,27,5,2015
TB1015048,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,3000000,Định kỳ - Cuối kỳ,Standard Coupon,11.15,0 ngày,Hủy niêm yết,100000,5.002739726,10,6,2010,10,6,2015
TB1015052,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,11000000,Định kỳ - Cuối kỳ,Standard Coupon,10.55,0 ngày,Hủy niêm yết,100000,5.002739726,24,6,2010,24,6,2015
TB1015055,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2000000,Định kỳ - Cuối kỳ,Standard Coupon,10.3,0 ngày,Hủy niêm yết,100000,5.002739726,8,7,2010,8,7,2015
TB1015059,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,23119100,Định kỳ - Cuối kỳ,Standard Coupon,10.4,0 ngày,Hủy niêm yết,100000,5.002739726,9,9,2010,9,9,2015
TB1328154,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,42120000,Định kỳ - Cuối kỳ,Standard Coupon,8.9,1946 ngày,Bình thường,100000,15.0109589,30,6,2013,30,6,2028
TD1012037,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,10000000,Định kỳ - Cuối kỳ,Standard Coupon,11,0 ngày,Hủy niêm yết,100000,2.002739726,17,5,2010,17,5,2012
TD1012039,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,20000000,Định kỳ - Cuối kỳ,Standard Coupon,10.9,0 ngày,Hủy niêm yết,100000,2.002739726,24,5,2010,24,5,2012
TD1013038,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,6000000,Định kỳ - Cuối kỳ,Standard Coupon,11.25,0 ngày,Hủy niêm yết,100000,3.002739726,17,5,2010,17,5,2013
TD1013045,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,9000000,Định kỳ - Cuối kỳ,Standard Coupon,10.95,0 ngày,Hủy niêm yết,100000,3.002739726,7,6,2010,7,6,2013
TD1013049,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,10000000,Định kỳ - Cuối kỳ,Standard Coupon,10.6,0 ngày,Hủy niêm yết,100000,3.002739726,21,6,2010,21,6,2013
TD1013057,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,5500000,Định kỳ - Cuối kỳ,Standard Coupon,9.8,0 ngày,Hủy niêm yết,100000,3.002739726,6,7,2010,6,7,2013
TD1013058,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,3000000,Định kỳ - Cuối kỳ,Standard Coupon,9.8,0 ngày,Hủy niêm yết,100000,3.002739726,2,8,2010,2,8,2013
TD1013062,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,13000000,Định kỳ - Cuối kỳ,Standard Coupon,9.68,0 ngày,Hủy niêm yết,100000,3.002739726,11,10,2010,11,10,2013
TD1013063,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,27350000,Định kỳ - Cuối kỳ,Standard Coupon,9.65,0 ngày,Hủy niêm yết,100000,3.002739726,18,10,2010,18,10,2013
TD1015044,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,41682500,Định kỳ - Cuối kỳ,Standard Coupon,11.33,0 ngày,Hủy niêm yết,100000,5.002739726,1,6,2010,1,6,2015
TD1015050,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,53150000,Định kỳ - Cuối kỳ,Standard Coupon,10.95,0 ngày,Hủy niêm yết,100000,5.002739726,21,6,2010,21,6,2015
TD1015053,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,20,Định kỳ - Cuối kỳ,Standard Coupon,11,0 ngày,Hủy niêm yết,100000,5.002739726,25,1,2010,25,1,2015
TD1015056,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,5500000,Định kỳ - Cuối kỳ,Standard Coupon,10.4,0 ngày,Hủy niêm yết,100000,5.002739726,6,7,2010,6,7,2015
TD1015064,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,36870000,Định kỳ - Cuối kỳ,Standard Coupon,10.29,0 ngày,Hủy niêm yết,100000,5.002739726,18,10,2010,18,10,2015
TD1020046,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,1000000,Định kỳ - Cuối kỳ,Standard Coupon,11.3,6 ngày,Hủy niêm yết,100000,10.00821918,7,6,2010,7,6,2020
TD1020061,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,6000000,Định kỳ - Cuối kỳ,Standard Coupon,10.8,6 ngày,Hủy niêm yết,100000,10.00821918,11,10,2010,11,10,2020
TD1020065,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,15959300,Định kỳ - Cuối kỳ,Standard Coupon,10.8,6 ngày,Hủy niêm yết,100000,10.00821918,18,10,2010,18,10,2020
TD1113004,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,38000000,Định kỳ - Cuối kỳ,Standard Coupon,11,0 ngày,Hủy niêm yết,100000,2.002739726,28,1,2011,28,1,2013
TD1113038,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,42142000,Định kỳ - Cuối kỳ,Standard Coupon,12.42,0 ngày,Hủy niêm yết,100000,2.002739726,20,6,2011,20,6,2013
TD1114005,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,50000000,Định kỳ - Cuối kỳ,Standard Coupon,11.1,0 ngày,Hủy niêm yết,100000,3.002739726,28,1,2011,28,1,2014
TD1114020,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,41300000,Định kỳ - Cuối kỳ,Standard Coupon,11,0 ngày,Hủy niêm yết,100000,3.002739726,28,2,2011,28,2,2014
TD1114039,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,45000000,Định kỳ - Cuối kỳ,Standard Coupon,12.3,0 ngày,Hủy niêm yết,100000,3.002739726,20,6,2011,20,6,2014
TD1114045,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,50520000,Định kỳ - Cuối kỳ,Standard Coupon,12.3,0 ngày,Hủy niêm yết,100000,3.002739726,4,7,2011,4,7,2014
TD1114049,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,34000000,Định kỳ - Cuối kỳ,Standard Coupon,12.34,0 ngày,Hủy niêm yết,100000,3.002739726,25,7,2011,25,7,2014
TD1114053,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,42851000,Định kỳ - Cuối kỳ,Standard Coupon,12.28,0 ngày,Hủy niêm yết,100000,3.002739726,6,9,2011,6,9,2014
TD1114059,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,37500000,Định kỳ - Cuối kỳ,Standard Coupon,12.1,0 ngày,Hủy niêm yết,100000,3.002739726,7,11,2011,7,11,2014
TD1116019,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,37045000,Định kỳ - Cuối kỳ,Standard Coupon,11.2,0 ngày,Hủy niêm yết,100000,5.002739726,15,2,2011,15,2,2016
TD1116026,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,45850000,Định kỳ - Cuối kỳ,Standard Coupon,13.2,0 ngày,Hủy niêm yết,100000,5.005479452,9,5,2011,9,5,2016
TD1116040,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,30000000,Định kỳ - Cuối kỳ,Standard Coupon,12.3,0 ngày,Hủy niêm yết,100000,5.005479452,20,6,2011,20,6,2016
TD1116046,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,37000000,Định kỳ - Cuối kỳ,Standard Coupon,12.3,0 ngày,Hủy niêm yết,100000,5.005479452,4,7,2011,4,7,2016
TD1116050,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,39050000,Định kỳ - Cuối kỳ,Standard Coupon,12.5,0 ngày,Hủy niêm yết,100000,5.005479452,25,7,2011,25,7,2016
TD1116054,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,37840000,Định kỳ - Cuối kỳ,Standard Coupon,12.4,14 ngày,Hủy niêm yết,100000,5.005479452,6,9,2011,6,9,2016
TD1121021,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,12208000,Định kỳ - Cuối kỳ,Standard Coupon,11.5,14 ngày,Hủy niêm yết,100000,10.00821918,22,2,2011,22,2,2021
TD1214011,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,67350000,Định kỳ - Cuối kỳ,Standard Coupon,11.59,0 ngày,Hủy niêm yết,100000,2.002739726,20,2,2012,20,2,2014
TD1214025,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,7100000,Định kỳ - Cuối kỳ,Standard Coupon,11,0 ngày,Hủy niêm yết,100000,2,19,3,2012,19,3,2014
TD1214029,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,50790000,Định kỳ - Cuối kỳ,Standard Coupon,11,0 ngày,Hủy niêm yết,100000,2,15,4,2012,15,4,2014
TD1214030,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,41500000,Định kỳ - Cuối kỳ,Standard Coupon,8.8,0 ngày,Hủy niêm yết,100000,2,15,6,2012,15,6,2014
TD1214130,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,49600000,Định kỳ - Cuối kỳ,Standard Coupon,9.4,0 ngày,Hủy niêm yết,100000,2,15,7,2012,15,7,2014
TD1214131,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,55600000,Định kỳ - Cuối kỳ,Standard Coupon,9.6,0 ngày,Hủy niêm yết,100000,2,30,9,2012,30,9,2014
TD1214171,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,60000000,Định kỳ - Cuối kỳ,Standard Coupon,9.3,0 ngày,Hủy niêm yết,100000,2,15,11,2012,15,11,2014
TD1214172,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,53000000,Định kỳ - Cuối kỳ,Standard Coupon,9.1,0 ngày,Hủy niêm yết,100000,2,15,12,2012,15,12,2014
TD1215001,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,50000000,Định kỳ - Cuối kỳ,Standard Coupon,12.1,0 ngày,Hủy niêm yết,100000,3.002739726,16,1,2012,16,1,2015
TD1215015,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,49700000,Định kỳ - Cuối kỳ,Standard Coupon,11.3,0 ngày,Hủy niêm yết,100000,3.002739726,27,2,2012,27,2,2015
TD1215027,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,500,Định kỳ - Cuối kỳ,Standard Coupon,11.15,0 ngày,Hủy niêm yết,100000,3,26,3,2012,26,3,2015
TD1215032,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,50000000,Định kỳ - Cuối kỳ,Standard Coupon,10.8,0 ngày,Hủy niêm yết,100000,3,15,4,2012,15,4,2015
TD1215033,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,43500000,Định kỳ - Cuối kỳ,Standard Coupon,9.1,0 ngày,Hủy niêm yết,100000,3,15,5,2012,15,5,2015
TD1215034,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,66500000,Định kỳ - Cuối kỳ,Standard Coupon,9,0 ngày,Hủy niêm yết,100000,3,15,6,2012,15,6,2015
TD1215035,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,46900000,Định kỳ - Cuối kỳ,Standard Coupon,9.4,0 ngày,Hủy niêm yết,100000,3,30,6,2012,30,6,2015
TD1215132,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,20000000,Định kỳ - Cuối kỳ,Standard Coupon,9.1,0 ngày,Hủy niêm yết,100000,3,31,12,2012,31,12,2015
TD1215133,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,51000000,Định kỳ - Cuối kỳ,Standard Coupon,9.8,0 ngày,Hủy niêm yết,100000,3,30,9,2012,30,9,2015
TD1215176,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,57500000,Định kỳ - Cuối kỳ,Standard Coupon,9.2,0 ngày,Hủy niêm yết,100000,3,30,11,2012,30,11,2015
TD1217002,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,48800000,Định kỳ - Cuối kỳ,Standard Coupon,12.15,7 ngày,Hủy niêm yết,100000,5.005479452,16,1,2012,16,1,2017
TD1217016,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,51600000,Định kỳ - Cuối kỳ,Standard Coupon,11.35,7 ngày,Hủy niêm yết,100000,5.005479452,27,2,2012,27,2,2017
TD1217026,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2900000,Định kỳ - Cuối kỳ,Standard Coupon,11.1,6 ngày,Hủy niêm yết,100000,5.002739726,19,3,2012,19,3,2017
TD1217036,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,50000000,Định kỳ - Cuối kỳ,Standard Coupon,10.8,5 ngày,Hủy niêm yết,100000,5.002739726,15,4,2012,15,4,2017
TD1217037,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,47500000,Định kỳ - Cuối kỳ,Standard Coupon,9.4,7 ngày,Hủy niêm yết,100000,5.002739726,15,5,2012,15,5,2017
TD1217038,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,67000000,Định kỳ - Cuối kỳ,Standard Coupon,9.5,7 ngày,Hủy niêm yết,100000,5.002739726,15,6,2012,15,6,2017
TD1217039,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,23924000,Định kỳ - Cuối kỳ,Standard Coupon,9.6,7 ngày,Hủy niêm yết,100000,5.002739726,30,6,2012,30,6,2017
TD1217040,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,10500000,Định kỳ - Cuối kỳ,Standard Coupon,9.8,5 ngày,Hủy niêm yết,100000,5.002739726,15,7,2012,15,7,2017
TD1222012,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,9500000,Định kỳ - Cuối kỳ,Standard Coupon,11.1,6 ngày,Hủy niêm yết,100000,10.00821918,20,2,2012,20,2,2022
TD1222042,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,13500000,Định kỳ - Cuối kỳ,Standard Coupon,9.5,7 ngày,Hủy niêm yết,100000,10.00547945,31,5,2012,31,5,2022
TD1315001,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,58100000,Định kỳ - Cuối kỳ,Standard Coupon,8.4,0 ngày,Hủy niêm yết,100000,2,15,1,2013,15,1,2015
TD1315002,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,50000000,Định kỳ - Cuối kỳ,Standard Coupon,8.3,0 ngày,Hủy niêm yết,100000,2,28,2,2013,28,2,2015
TD1315003,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,54500000,Định kỳ - Cuối kỳ,Standard Coupon,8.2,0 ngày,Hủy niêm yết,100000,2,15,3,2013,15,3,2015
TD1315004,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,59980000,Định kỳ - Cuối kỳ,Standard Coupon,7.4,0 ngày,Hủy niêm yết,100000,2,15,4,2013,15,4,2015
TD1315005,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,57000000,Định kỳ - Cuối kỳ,Standard Coupon,7.3,0 ngày,Hủy niêm yết,100000,2,30,4,2013,30,4,2015
TD1315006,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,62000000,Định kỳ - Cuối kỳ,Standard Coupon,6.7,0 ngày,Hủy niêm yết,100000,2,30,6,2013,30,6,2015
TD1315007,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,53800000,Định kỳ - Cuối kỳ,Standard Coupon,7.3,0 ngày,Hủy niêm yết,100000,2,31,8,2013,31,8,2015
TD1315008,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,50000000,Định kỳ - Cuối kỳ,Standard Coupon,7.2,0 ngày,Hủy niêm yết,100000,2,15,10,2013,15,10,2015
TD1315009,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,54900000,Định kỳ - Cuối kỳ,Standard Coupon,7.2,0 ngày,Hủy niêm yết,100000,2,31,10,2013,31,10,2015
TD1315010,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,15000000,Định kỳ - Cuối kỳ,Standard Coupon,7.3,0 ngày,Hủy niêm yết,100000,2,30,11,2013,30,11,2015
TD1316011,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,59500000,Định kỳ - Cuối kỳ,Standard Coupon,8.6,0 ngày,Hủy niêm yết,100000,3,15,1,2013,15,1,2016
TD1316012,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,59000000,Định kỳ - Cuối kỳ,Standard Coupon,8.6,0 ngày,Hủy niêm yết,100000,3,15,2,2013,15,2,2016
TD1316013,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,60000000,Định kỳ - Cuối kỳ,Standard Coupon,8.5,0 ngày,Hủy niêm yết,100000,3,28,2,2013,28,2,2016
TD1316014,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,59900000,Định kỳ - Cuối kỳ,Standard Coupon,8.4,0 ngày,Hủy niêm yết,100000,3.002739726,15,3,2013,15,3,2016
TD1316015,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,50000000,Định kỳ - Cuối kỳ,Standard Coupon,7.8,0 ngày,Hủy niêm yết,100000,3.002739726,31,3,2013,31,3,2016
TD1316016,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,51000000,Định kỳ - Cuối kỳ,Standard Coupon,7.6,0 ngày,Hủy niêm yết,100000,3.002739726,30,4,2013,30,4,2016
TD1316017,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,51000000,Định kỳ - Cuối kỳ,Standard Coupon,6.7,0 ngày,Hủy niêm yết,100000,3.002739726,31,5,2013,31,5,2016
TD1316018,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,50000000,Định kỳ - Cuối kỳ,Standard Coupon,7,0 ngày,Hủy niêm yết,100000,3.002739726,15,7,2013,15,7,2016
TD1316019,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,80500000,Định kỳ - Cuối kỳ,Standard Coupon,7.6,69 ngày,Hủy niêm yết,100000,3.002739726,31,10,2013,31,10,2016
TD1318021,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,59095682,Định kỳ - Cuối kỳ,Standard Coupon,9.3,7 ngày,Hủy niêm yết,100000,5.002739726,15,1,2013,15,1,2018
TD1318022,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,60000000,Định kỳ - Cuối kỳ,Standard Coupon,9.2,7 ngày,Hủy niêm yết,100000,5.002739726,15,3,2013,15,3,2018
TD1318023,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,56500000,Định kỳ - Cuối kỳ,Standard Coupon,8.4,5 ngày,Hủy niêm yết,100000,5.002739726,31,3,2013,31,3,2018
TD1318024,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,51780000,Định kỳ - Cuối kỳ,Standard Coupon,8.4,6 ngày,Hủy niêm yết,100000,5.002739726,15,4,2013,15,4,2018
TD1318025,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,42600000,Định kỳ - Cuối kỳ,Standard Coupon,7.7,7 ngày,Hủy niêm yết,100000,5.002739726,31,5,2013,31,5,2018
TD1318027,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,29577827,Định kỳ - Cuối kỳ,Standard Coupon,8.5,5 ngày,Hủy niêm yết,100000,5.002739726,15,12,2013,15,12,2018
TD1323031,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,31040565,Định kỳ - Cuối kỳ,Standard Coupon,9.1,14 ngày,Hủy niêm yết,100000,10.00547945,31,1,2013,31,1,2023
TD1323032,VND,10 Năm,Kho bạc Nhà nước- Bộ Tài chính,14080000,Định kỳ - Cuối kỳ,Standard Coupon,8.9,211 ngày,Bình thường,100000,10.00547945,30,9,2013,30,9,2023
TD1416061,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,50000000,Định kỳ - Cuối kỳ,Standard Coupon,6.8,0 ngày,Hủy niêm yết,100000,2,15,1,2014,15,1,2016
TD1416062,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,60000000,Định kỳ - Cuối kỳ,Standard Coupon,6.5,0 ngày,Hủy niêm yết,100000,2,15,2,2014,15,2,2016
TD1416063,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,66450000,Định kỳ - Cuối kỳ,Standard Coupon,6.1,0 ngày,Hủy niêm yết,100000,2,28,2,2014,28,2,2016
TD1416064,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,51142000,Định kỳ - Cuối kỳ,Standard Coupon,5.9,0 ngày,Hủy niêm yết,100000,2.002739726,15,3,2014,15,3,2016
TD1416065,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,67306666,Định kỳ - Cuối kỳ,Standard Coupon,5.6,0 ngày,Hủy niêm yết,100000,2.002739726,15,4,2014,15,4,2016
TD1416066,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,37000000,Định kỳ - Cuối kỳ,Standard Coupon,5.5,0 ngày,Hủy niêm yết,100000,2.002739726,15,5,2014,15,5,2016
TD1416067,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,10000000,Định kỳ - Cuối kỳ,Standard Coupon,5.6,0 ngày,Hủy niêm yết,100000,2.002739726,30,6,2014,30,6,2016
TD1417071,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,59123074,Định kỳ - Cuối kỳ,Standard Coupon,7.2,6 ngày,Hủy niêm yết,100000,3.002739726,15,1,2014,15,1,2017
TD1417072,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,56700000,Định kỳ - Cuối kỳ,Standard Coupon,6.9,7 ngày,Hủy niêm yết,100000,3.002739726,15,2,2014,15,2,2017
TD1417073,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,75400000,Định kỳ - Cuối kỳ,Standard Coupon,6.7,7 ngày,Hủy niêm yết,100000,3.002739726,28,2,2014,28,2,2017
TD1417074,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,59100000,Định kỳ - Cuối kỳ,Standard Coupon,6.3,7 ngày,Hủy niêm yết,100000,3.002739726,15,3,2014,15,3,2017
TD1417075,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,63300000,Định kỳ - Cuối kỳ,Standard Coupon,6.1,7 ngày,Hủy niêm yết,100000,3.002739726,31,3,2014,31,3,2017
TD1417076,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,63953985,Định kỳ - Cuối kỳ,Standard Coupon,6.1,5 ngày,Hủy niêm yết,100000,3.002739726,15,4,2014,15,4,2017
TD1417077,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,50000000,Định kỳ - Cuối kỳ,Standard Coupon,6,7 ngày,Hủy niêm yết,100000,3.002739726,15,5,2014,15,5,2017
