bond_code,currency_type,tenor,issuance_volume,outstanding_volume,interest_payment_method,issuance_date,maturity_date,interest_payment_type,coupon_rate,first_trading_date,remaining_tenor,status,face_value
QH062139,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.500.000,Định kỳ - Cuối kỳ,30/11/2006,30/11/2021,Standard Coupon,9,26/12/2006,7 ngày,Hủy niêm yết,100000
QH062140,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.500.000,Định kỳ - Cuối kỳ,12/12/2006,12/12/2021,Standard Coupon,9,29/12/2006,6 ngày,Hủy niêm yết,100000
QH062142,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2.000.000,Định kỳ - Cuối kỳ,22/12/2006,22/12/2021,Standard Coupon,9,11/1/2007,7 ngày,Hủy niêm yết,100000
QH071016,VND,3 Năm,Ngân hàng Phát triển Việt Nam,10.000.000,Định kỳ - Cuối kỳ,12/2/2007,12/2/2010,Standard Coupon,"7,3",13/03/2007,0 ngày,Hủy niêm yết,100000
QH071018,VND,3 Năm,Ngân hàng Phát triển Việt Nam,10.000.000,Định kỳ - Cuối kỳ,22/03/2007,22/03/2010,Standard Coupon,"6,7",4/4/2007,0 ngày,Hủy niêm yết,100000
QH071020,VND,3 Năm,Ngân hàng Phát triển Việt Nam,10.000.000,Định kỳ - Cuối kỳ,17/04/2007,17/04/2010,Standard Coupon,"6,8",8/5/2007,0 ngày,Hủy niêm yết,100000
QH071201,VND,5 Năm,Ngân hàng Phát triển Việt Nam,5.000.000,Định kỳ - Cuối kỳ,15/01/2007,15/01/2012,Standard Coupon,"8,4",19/01/2007,0 ngày,Hủy niêm yết,100000
QH071202,VND,5 Năm,Ngân hàng Phát triển Việt Nam,1.400.000,Định kỳ - Cuối kỳ,10/1/2007,10/1/2012,Standard Coupon,"8,4",24/01/2007,0 ngày,Hủy niêm yết,100000
QH071203,VND,5 Năm,Ngân hàng Phát triển Việt Nam,20.000.000,Định kỳ - Cuối kỳ,12/1/2007,12/1/2012,Standard Coupon,"8,4",24/01/2007,0 ngày,Hủy niêm yết,100000
QH071207,VND,5 Năm,Ngân hàng Phát triển Việt Nam,5.000.000,Định kỳ - Cuối kỳ,23/01/2007,23/01/2012,Standard Coupon,"8,4",31/01/2007,0 ngày,Hủy niêm yết,100000
QH071208,VND,5 Năm,Ngân hàng Phát triển Việt Nam,17.500.000,Định kỳ - Cuối kỳ,24/01/2007,24/01/2012,Standard Coupon,"8,4",5/2/2007,0 ngày,Hủy niêm yết,100000
QH071210,VND,5 Năm,Ngân hàng Phát triển Việt Nam,3.000.000,Định kỳ - Cuối kỳ,22/01/2007,22/01/2012,Standard Coupon,"8,4",6/2/2007,0 ngày,Hủy niêm yết,100000
QH071211,VND,5 Năm,Ngân hàng Phát triển Việt Nam,30.000.000,Định kỳ - Cuối kỳ,26/01/2007,26/01/2012,Standard Coupon,"8,1",7/2/2007,0 ngày,Hủy niêm yết,100000
QH071212,VND,5 Năm,Ngân hàng Phát triển Việt Nam,15.000.000,Định kỳ - Cuối kỳ,29/01/2007,29/01/2012,Standard Coupon,"8,1",7/2/2007,0 ngày,Hủy niêm yết,100000
QH071213,VND,5 Năm,Ngân hàng Phát triển Việt Nam,6.600.000,Định kỳ - Cuối kỳ,23/01/2007,23/01/2012,Standard Coupon,"8,4",8/2/2007,0 ngày,Hủy niêm yết,100000
QH071714,VND,10 Năm,Ngân hàng Phát triển Việt Nam,10.000.000,Định kỳ - Cuối kỳ,12/2/2007,12/2/2017,Standard Coupon,"8,5",5/3/2007,6 ngày,Hủy niêm yết,100000
QH071717,VND,10 Năm,Ngân hàng Phát triển Việt Nam,6.000.000,Định kỳ - Cuối kỳ,30/03/2007,30/03/2017,Standard Coupon,"7,2",18/04/2007,7 ngày,Hủy niêm yết,100000
QH071722,VND,10 Năm,Ngân hàng Phát triển Việt Nam,1.750.000,Định kỳ - Cuối kỳ,5/7/2007,5/7/2017,Standard Coupon,"7,95",7/8/2007,7 ngày,Hủy niêm yết,100000
QH072205,VND,15 Năm,Ngân hàng Phát triển Việt Nam,2.000.000,Định kỳ - Cuối kỳ,17/01/2007,17/01/2022,Standard Coupon,9,30/01/2007,7 ngày,Hủy niêm yết,100000
QH072209,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,11/1/2007,11/1/2022,Standard Coupon,9,6/2/2007,7 ngày,Hủy niêm yết,100000
QH072213,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.500.000,Định kỳ - Cuối kỳ,23/01/2007,23/01/2022,Standard Coupon,9,8/2/2007,6 ngày,Hủy niêm yết,100000
QH072216,VND,15 Năm,Ngân hàng Phát triển Việt Nam,10.000.000,Định kỳ - Cuối kỳ,12/2/2007,12/2/2022,Standard Coupon,"8,8",13/03/2007,5 ngày,Hủy niêm yết,100000
QH072219,VND,15 Năm,Ngân hàng Phát triển Việt Nam,10.000.000,Định kỳ - Cuối kỳ,19/04/2007,19/04/2022,Standard Coupon,"7,6",4/5/2007,7 ngày,Hủy niêm yết,100000
QH072221,VND,15 Năm,Ngân hàng Phát triển Việt Nam,5.000.000,Định kỳ - Cuối kỳ,20/06/2007,20/06/2022,Standard Coupon,8,2/7/2007,7 ngày,Hủy niêm yết,100000
QH072223,VND,15 Năm,Ngân hàng Phát triển Việt Nam,4.000.000,Định kỳ - Cuối kỳ,26/07/2007,26/07/2022,Standard Coupon,"8,4",28/08/2007,7 ngày,Hủy niêm yết,100000
QH072224,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,17/07/2007,17/07/2022,Standard Coupon,"8,4",31/07/2007,6 ngày,Hủy niêm yết,100000
QHB071225,VND,5 Năm,Ngân hàng Phát triển Việt Nam,2.000.000,Định kỳ - Cuối kỳ,17/10/2007,17/10/2012,Standard Coupon,8,30/10/2007,0 ngày,Hủy niêm yết,100000
QHB0810003,VND,2 Năm,Ngân hàng Phát triển Việt Nam,12.600.000,Định kỳ - Cuối kỳ,15/01/2008,15/01/2010,Standard Coupon,"7,7",30/01/2008,0 ngày,Hủy niêm yết,100000
QHB0810006,VND,2 Năm,Ngân hàng Phát triển Việt Nam,13.000.000,Định kỳ - Cuối kỳ,11/1/2008,11/1/2010,Standard Coupon,"7,7",13/02/2008,0 ngày,Hủy niêm yết,100000
QHB0810007,VND,2 Năm,Ngân hàng Phát triển Việt Nam,19.000.000,Định kỳ - Cuối kỳ,21/01/2008,21/01/2010,Standard Coupon,"7,7",13/02/2008,0 ngày,Hủy niêm yết,100000
QHB0810014,VND,2 Năm,Ngân hàng Phát triển Việt Nam,10.000.000,Định kỳ - Cuối kỳ,25/02/2008,25/02/2010,Standard Coupon,"7,7",11/3/2008,0 ngày,Hủy niêm yết,100000
QHB0810015,VND,2 Năm,Ngân hàng Phát triển Việt Nam,20.000.000,Định kỳ - Cuối kỳ,29/02/2008,28/02/2010,Standard Coupon,"7,7",19/03/2008,0 ngày,Hủy niêm yết,100000
QHB0810020,VND,2 Năm,Ngân hàng Phát triển Việt Nam,32.000.000,Định kỳ - Cuối kỳ,14/03/2008,14/03/2010,Standard Coupon,"7,5",3/4/2008,0 ngày,Hủy niêm yết,100000
QHB0811018,VND,3 Năm,Ngân hàng Phát triển Việt Nam,5.000.000,Định kỳ - Cuối kỳ,12/3/2008,12/3/2011,Standard Coupon,8,1/4/2008,0 ngày,Hủy niêm yết,100000
QHB0811065,VND,3 Năm,Ngân hàng Phát triển Việt Nam,5.000.000,Định kỳ - Cuối kỳ,31/10/2008,31/10/2011,Standard Coupon,15,28/11/2008,0 ngày,Hủy niêm yết,100000
QHB0811068,VND,3 Năm,Ngân hàng Phát triển Việt Nam,3.000.000,Định kỳ - Cuối kỳ,18/11/2008,18/11/2011,Standard Coupon,11,9/12/2008,0 ngày,Hủy niêm yết,100000
QHB0811078,VND,3 Năm,Ngân hàng Phát triển Việt Nam,5.000.000,Định kỳ - Cuối kỳ,21/11/2008,21/11/2011,Standard Coupon,11,18/12/2008,0 ngày,Hủy niêm yết,100000
QHB0811084,VND,3 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Cuối kỳ,22/12/2008,22/12/2011,Standard Coupon,9,12/1/2009,0 ngày,Hủy niêm yết,100000
QHB0811086,VND,3 Năm,Ngân hàng Phát triển Việt Nam,15.000.000,Định kỳ - Cuối kỳ,19/12/2008,19/12/2011,Standard Coupon,9,14/01/2009,0 ngày,Hủy niêm yết,100000
QHB0811088,VND,3 Năm,Ngân hàng Phát triển Việt Nam,6.500.000,Định kỳ - Cuối kỳ,31/12/2008,31/12/2011,Standard Coupon,"8,75",20/01/2009,0 ngày,Hủy niêm yết,100000
QHB0811089,VND,3 Năm,Ngân hàng Phát triển Việt Nam,10.000.000,Định kỳ - Cuối kỳ,29/12/2008,29/12/2011,Standard Coupon,"8,75",22/01/2009,0 ngày,Hủy niêm yết,100000
QHB0813053,VND,5 Năm,Ngân hàng Phát triển Việt Nam,2.000.000,Định kỳ - Cuối kỳ,30/09/2008,30/09/2013,Standard Coupon,15,17/10/2008,0 ngày,Hủy niêm yết,100000
QHB0813054,VND,5 Năm,Ngân hàng Phát triển Việt Nam,5.000.000,Định kỳ - Cuối kỳ,17/10/2008,17/10/2013,Standard Coupon,15,7/11/2008,0 ngày,Hủy niêm yết,100000
QHB0813061,VND,5 Năm,Ngân hàng Phát triển Việt Nam,10.000.000,Định kỳ - Cuối kỳ,21/10/2008,21/10/2013,Standard Coupon,15,21/11/2008,0 ngày,Hủy niêm yết,100000
QHB0813062,VND,5 Năm,Ngân hàng Phát triển Việt Nam,10.000.000,Định kỳ - Cuối kỳ,23/10/2008,23/10/2013,Standard Coupon,15,21/11/2008,0 ngày,Hủy niêm yết,100000
QHB0813063,VND,5 Năm,Ngân hàng Phát triển Việt Nam,16.000.000,Định kỳ - Cuối kỳ,28/10/2008,28/10/2013,Standard Coupon,15,21/11/2008,0 ngày,Hủy niêm yết,100000
QHB0813064,VND,5 Năm,Ngân hàng Phát triển Việt Nam,15.000.000,Định kỳ - Cuối kỳ,30/10/2008,30/10/2013,Standard Coupon,15,25/11/2008,0 ngày,Hủy niêm yết,100000
QHB0813066,VND,5 Năm,Ngân hàng Phát triển Việt Nam,2.100.000,Định kỳ - Cuối kỳ,31/10/2008,31/10/2013,Standard Coupon,15,28/11/2008,0 ngày,Hủy niêm yết,100000
QHB0813069,VND,5 Năm,Ngân hàng Phát triển Việt Nam,3.000.000,Định kỳ - Cuối kỳ,18/11/2008,18/11/2013,Standard Coupon,11,9/12/2008,0 ngày,Hủy niêm yết,100000
QHB0813072,VND,5 Năm,Ngân hàng Phát triển Việt Nam,2.000.000,Định kỳ - Cuối kỳ,20/11/2008,20/11/2013,Standard Coupon,11,9/12/2008,0 ngày,Hủy niêm yết,100000
QHB0813073,VND,5 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Cuối kỳ,19/11/2008,19/11/2013,Standard Coupon,11,9/12/2008,0 ngày,Hủy niêm yết,100000
QHB0813087,VND,5 Năm,Ngân hàng Phát triển Việt Nam,5.000.000,Định kỳ - Cuối kỳ,19/12/2008,19/12/2013,Standard Coupon,9,14/01/2009,0 ngày,Hủy niêm yết,100000
QHB0818033,VND,10 Năm,Ngân hàng Phát triển Việt Nam,800,Định kỳ - Cuối kỳ,26/08/2008,26/08/2018,Standard Coupon,15,11/9/2008,6 ngày,Hủy niêm yết,100000
QHB0818043,VND,10 Năm,Ngân hàng Phát triển Việt Nam,6.700.000,Định kỳ - Cuối kỳ,16/09/2008,16/09/2018,Standard Coupon,15,3/10/2008,6 ngày,Hủy niêm yết,100000
QHB0818048,VND,10 Năm,Ngân hàng Phát triển Việt Nam,1.200.000,Định kỳ - Cuối kỳ,23/09/2008,23/09/2018,Standard Coupon,15,8/10/2008,6 ngày,Hủy niêm yết,100000
QHB0823036,VND,15 Năm,Ngân hàng Phát triển Việt Nam,3.200.000,Định kỳ - Cuối kỳ,29/08/2008,29/08/2023,Standard Coupon,15,17/09/2008,179 ngày,Bình thường,100000
QHB0823039,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.300.000,Định kỳ - Cuối kỳ,10/9/2008,10/9/2023,Standard Coupon,15,24/09/2008,191 ngày,Bình thường,100000
QHB0823044,VND,15 Năm,Ngân hàng Phát triển Việt Nam,4.610.000,Định kỳ - Cuối kỳ,16/09/2008,16/09/2023,Standard Coupon,15,3/10/2008,197 ngày,Bình thường,100000
QHB0823049,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.300.000,Định kỳ - Cuối kỳ,23/09/2008,23/09/2023,Standard Coupon,15,8/10/2008,204 ngày,Bình thường,100000
QHB0911014,VND,2 Năm,Ngân hàng Phát triển Việt Nam,10.000.000,Định kỳ - Cuối kỳ,18/08/2009,18/08/2011,Standard Coupon,"8,9",9/9/2009,0 ngày,Hủy niêm yết,100000
QHB0911015,VND,2 Năm,Ngân hàng Phát triển Việt Nam,10.000.000,Định kỳ - Cuối kỳ,26/08/2009,26/08/2011,Standard Coupon,"8,9",2/10/2009,0 ngày,Hủy niêm yết,100000
QHB0911019,VND,2 Năm,Ngân hàng Phát triển Việt Nam,10.000.000,Định kỳ - Cuối kỳ,16/09/2009,16/09/2011,Standard Coupon,"9,2",2/10/2009,0 ngày,Hủy niêm yết,100000
QHB0911020,VND,2 Năm,Ngân hàng Phát triển Việt Nam,10.000.000,Định kỳ - Cuối kỳ,14/09/2009,14/09/2011,Standard Coupon,"9,2",22/10/2009,0 ngày,Hủy niêm yết,100000
QHB0911021,VND,2 Năm,Ngân hàng Phát triển Việt Nam,2.000.000,Định kỳ - Cuối kỳ,26/08/2009,26/08/2011,Standard Coupon,"8,9",12/11/2009,0 ngày,Hủy niêm yết,100000
QHB0912022,VND,3 Năm,Ngân hàng Phát triển Việt Nam,2.000.000,Định kỳ - Cuối kỳ,27/08/2009,27/08/2012,Standard Coupon,"9,2",12/11/2009,0 ngày,Hủy niêm yết,100000
QHB0912029,VND,3 Năm,Ngân hàng Phát triển Việt Nam,5.000.000,Định kỳ - Cuối kỳ,24/12/2009,24/12/2012,Standard Coupon,11,8/2/2010,0 ngày,Hủy niêm yết,100000
QHB0912030,VND,3 Năm,Ngân hàng Phát triển Việt Nam,5.000.000,Định kỳ - Cuối kỳ,30/12/2009,30/12/2012,Standard Coupon,11,8/2/2010,0 ngày,Hủy niêm yết,100000
QHB0919013,VND,10 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,21/07/2009,21/07/2019,Standard Coupon,"9,3",13/08/2009,6 ngày,Hủy niêm yết,100000
QHB1012002,VND,2 Năm,Ngân hàng Phát triển Việt Nam,40.000.000,Định kỳ - Cuối kỳ,10/2/2010,10/2/2012,Standard Coupon,"11,7",10/3/2010,0 ngày,Hủy niêm yết,100000
QHB1012004,VND,2 Năm,Ngân hàng Phát triển Việt Nam,10.000.000,Định kỳ - Cuối kỳ,15/03/2010,15/03/2012,Standard Coupon,"12,1",24/03/2010,0 ngày,Hủy niêm yết,100000
QHB1012005,VND,2 Năm,Ngân hàng Phát triển Việt Nam,12.000.000,Định kỳ - Cuối kỳ,11/3/2010,11/3/2012,Standard Coupon,"12,1",1/4/2010,0 ngày,Hủy niêm yết,100000
QHB1012007,VND,2 Năm,Ngân hàng Phát triển Việt Nam,5.000.000,Định kỳ - Cuối kỳ,12/3/2010,12/3/2012,Standard Coupon,"12,1",1/4/2010,0 ngày,Hủy niêm yết,100000
QHB1012009,VND,2 Năm,Ngân hàng Phát triển Việt Nam,10.000.000,Định kỳ - Cuối kỳ,16/03/2010,16/03/2012,Standard Coupon,"12,1",1/4/2010,0 ngày,Hủy niêm yết,100000
QHB1012015,VND,2 Năm,Ngân hàng Phát triển Việt Nam,7.000.000,Định kỳ - Cuối kỳ,23/03/2010,23/03/2012,Standard Coupon,"12,1",14/04/2010,0 ngày,Hủy niêm yết,100000
QHB1012016,VND,2 Năm,Ngân hàng Phát triển Việt Nam,20.000.000,Định kỳ - Cuối kỳ,24/03/2010,24/03/2012,Standard Coupon,"12,1",14/04/2010,0 ngày,Hủy niêm yết,100000
QHB1012018,VND,2 Năm,Ngân hàng Phát triển Việt Nam,1.500.000,Định kỳ - Cuối kỳ,25/03/2010,25/03/2012,Standard Coupon,"12,1",14/04/2010,0 ngày,Hủy niêm yết,100000
QHB1012019,VND,2 Năm,Ngân hàng Phát triển Việt Nam,5.500.000,Định kỳ - Cuối kỳ,31/03/2010,31/03/2012,Standard Coupon,"12,1",20/04/2010,0 ngày,Hủy niêm yết,100000
QHB1012020,VND,2 Năm,Ngân hàng Phát triển Việt Nam,12.500.000,Định kỳ - Cuối kỳ,12/4/2010,12/4/2012,Standard Coupon,"11,8",4/5/2010,0 ngày,Hủy niêm yết,100000
QHB1013006,VND,3 Năm,Ngân hàng Phát triển Việt Nam,5.000.000,Định kỳ - Cuối kỳ,11/3/2010,11/3/2013,Standard Coupon,"12,1",1/4/2010,0 ngày,Hủy niêm yết,100000
QHB1013008,VND,3 Năm,Ngân hàng Phát triển Việt Nam,5.000.000,Định kỳ - Cuối kỳ,12/3/2010,12/3/2013,Standard Coupon,"12,1",1/4/2010,0 ngày,Hủy niêm yết,100000
QHB1013013,VND,3 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,22/03/2010,22/03/2013,Standard Coupon,"12,1",8/4/2010,0 ngày,Hủy niêm yết,100000
QHB1013017,VND,3 Năm,Ngân hàng Phát triển Việt Nam,10.000.000,Định kỳ - Cuối kỳ,24/03/2010,24/03/2013,Standard Coupon,"12,1",14/04/2010,0 ngày,Hủy niêm yết,100000
QHB1013021,VND,3 Năm,Ngân hàng Phát triển Việt Nam,8.500.000,Định kỳ - Cuối kỳ,12/4/2010,12/4/2013,Standard Coupon,"11,9",4/5/2010,0 ngày,Hủy niêm yết,100000
QHB1013022,VND,3 Năm,Ngân hàng Phát triển Việt Nam,26.000.000,Định kỳ - Cuối kỳ,15/04/2010,15/04/2013,Standard Coupon,"11,9",6/5/2010,0 ngày,Hủy niêm yết,100000
QHB1013023,VND,3 Năm,Ngân hàng Phát triển Việt Nam,44.900.000,Định kỳ - Cuối kỳ,16/04/2010,16/04/2013,Standard Coupon,"11,9",6/5/2010,0 ngày,Hủy niêm yết,100000
QHB1013027,VND,3 Năm,Ngân hàng Phát triển Việt Nam,20.000.000,Định kỳ - Cuối kỳ,20/04/2010,20/04/2013,Standard Coupon,"11,7",12/5/2010,0 ngày,Hủy niêm yết,100000
QHB1013031,VND,3 Năm,Ngân hàng Phát triển Việt Nam,7.800.000,Định kỳ - Cuối kỳ,27/04/2010,27/04/2013,Standard Coupon,"11,6",19/05/2010,0 ngày,Hủy niêm yết,100000
QHB1020028,VND,10 Năm,Ngân hàng Phát triển Việt Nam,31.200.000,Định kỳ - Cuối kỳ,22/04/2010,22/04/2020,Standard Coupon,"11,5",17/05/2010,7 ngày,Hủy niêm yết,100000
QHD0811055,VND,3 Năm,Ngân hàng Phát triển Việt Nam,400,Định kỳ - Cuối kỳ,28/10/2008,28/10/2011,Standard Coupon,15,12/11/2008,0 ngày,Hủy niêm yết,100000
QHD0811059,VND,3 Năm,Ngân hàng Phát triển Việt Nam,2.100.000,Định kỳ - Cuối kỳ,4/11/2008,4/11/2011,Standard Coupon,15,19/11/2008,0 ngày,Hủy niêm yết,100000
QHD0811067,VND,3 Năm,Ngân hàng Phát triển Việt Nam,2.000.000,Định kỳ - Cuối kỳ,18/11/2008,18/11/2011,Standard Coupon,11,4/12/2008,0 ngày,Hủy niêm yết,100000
QHD0811076,VND,3 Năm,Ngân hàng Phát triển Việt Nam,2.000.000,Định kỳ - Cuối kỳ,25/11/2008,25/11/2011,Standard Coupon,"10,74",16/12/2008,0 ngày,Hủy niêm yết,100000
QHD0811085,VND,3 Năm,Ngân hàng Phát triển Việt Nam,2.000.000,Định kỳ - Cuối kỳ,23/12/2008,23/12/2011,Standard Coupon,"8,98",12/1/2009,0 ngày,Hủy niêm yết,100000
QHD0813047,VND,5 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Cuối kỳ,23/09/2008,23/09/2013,Standard Coupon,15,7/10/2008,0 ngày,Hủy niêm yết,100000
QHD0813056,VND,5 Năm,Ngân hàng Phát triển Việt Nam,500,Định kỳ - Cuối kỳ,28/10/2008,28/10/2013,Standard Coupon,15,12/11/2008,0 ngày,Hủy niêm yết,100000
QHD0813060,VND,5 Năm,Ngân hàng Phát triển Việt Nam,1.900.000,Định kỳ - Cuối kỳ,4/11/2008,4/11/2013,Standard Coupon,15,19/11/2008,0 ngày,Hủy niêm yết,100000
QHD0813075,VND,5 Năm,Ngân hàng Phát triển Việt Nam,280,Định kỳ - Cuối kỳ,2/12/2008,2/12/2013,Standard Coupon,"9,8",16/12/2008,0 ngày,Hủy niêm yết,100000
QHD0813077,VND,5 Năm,Ngân hàng Phát triển Việt Nam,3.000.000,Định kỳ - Cuối kỳ,25/11/2008,25/11/2013,Standard Coupon,"10,89",16/12/2008,0 ngày,Hủy niêm yết,100000
QHD0818030,VND,10 Năm,Ngân hàng Phát triển Việt Nam,1.170.000,Định kỳ - Cuối kỳ,20/08/2008,20/08/2018,Standard Coupon,15,9/9/2008,7 ngày,Hủy niêm yết,100000
QHD0823023,VND,15 Năm,Ngân hàng Phát triển Việt Nam,70,Định kỳ - Cuối kỳ,18/07/2008,18/07/2023,Standard Coupon,15,1/8/2008,137 ngày,Bình thường,100000
QHD0823031,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,20/08/2008,20/08/2023,Standard Coupon,15,9/9/2008,170 ngày,Bình thường,100000
QHD0823032,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.290.000,Định kỳ - Cuối kỳ,4/8/2008,4/8/2023,Standard Coupon,15,9/9/2008,154 ngày,Bình thường,100000
QHD0823042,VND,15 Năm,Ngân hàng Phát triển Việt Nam,1.100.000,Định kỳ - Cuối kỳ,15/09/2008,15/09/2023,Standard Coupon,15,30/09/2008,196 ngày,Bình thường,100000
QHD0823050,VND,15 Năm,Ngân hàng Phát triển Việt Nam,850,Định kỳ - Cuối kỳ,30/09/2008,30/09/2023,Standard Coupon,15,17/10/2008,211 ngày,Bình thường,100000
QHD0914025,VND,5 Năm,Ngân hàng Phát triển Việt Nam,50,Định kỳ - Cuối kỳ,24/11/2009,24/11/2014,Standard Coupon,9,11/12/2009,0 ngày,Hủy niêm yết,100000
QHD0919008,VND,10 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,23/06/2009,23/06/2019,Standard Coupon,"9,2",21/07/2009,6 ngày,Hủy niêm yết,100000
QHD0919024,VND,10 Năm,Ngân hàng Phát triển Việt Nam,2.500.000,Định kỳ - Cuối kỳ,16/11/2009,16/11/2019,Standard Coupon,"9,9",7/12/2009,5 ngày,Hủy niêm yết,100000
QNGB13161,VND,3 Năm,Ủy ban Nhân dân Tỉnh Quảng Ninh,1.500.000,Định kỳ - Cuối kỳ,31/12/2013,31/12/2016,Standard Coupon,"7,43",13/02/2014,9 ngày,Hủy niêm yết,100000
QNGH13263,VND,3 Năm,Ủy ban Nhân dân Tỉnh Quảng Ninh,8.000.000,Định kỳ - Cuối kỳ,24/09/2013,24/09/2016,Standard Coupon,"8,75",8/10/2013,32 ngày,Hủy niêm yết,100000
TB1012034,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,28.800.000,Định kỳ - Cuối kỳ,26/04/2010,26/04/2012,Standard Coupon,"11,3",2/6/2010,0 ngày,Hủy niêm yết,100000
TB1013035,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,2.500.000,Định kỳ - Cuối kỳ,26/04/2010,26/04/2013,Standard Coupon,"11,4",2/6/2010,0 ngày,Hủy niêm yết,100000
TB1013040,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,27.250.000,Định kỳ - Cuối kỳ,13/05/2010,13/05/2013,Standard Coupon,"11,25",2/6/2010,0 ngày,Hủy niêm yết,100000
TB1013042,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,21.000.000,Định kỳ - Cuối kỳ,27/05/2010,27/05/2013,Standard Coupon,"11,02",18/06/2010,0 ngày,Hủy niêm yết,100000
TB1013047,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,20.000.000,Định kỳ - Cuối kỳ,10/6/2010,10/6/2013,Standard Coupon,"10,9",30/06/2010,0 ngày,Hủy niêm yết,100000
TB1013051,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,24.600.000,Định kỳ - Cuối kỳ,24/06/2010,24/06/2013,Standard Coupon,"10,08",14/07/2010,0 ngày,Hủy niêm yết,100000
TB1013054,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,10.000.000,Định kỳ - Cuối kỳ,8/7/2010,8/7/2013,Standard Coupon,"9,8",30/07/2010,0 ngày,Hủy niêm yết,100000
TB1013060,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,11.620.000,Định kỳ - Cuối kỳ,30/09/2010,30/09/2013,Standard Coupon,"9,78",10/11/2010,0 ngày,Hủy niêm yết,100000
TB1015036,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,23.536.700,Định kỳ - Cuối kỳ,26/04/2010,26/04/2015,Standard Coupon,"11,5",2/6/2010,0 ngày,Hủy niêm yết,100000
TB1015041,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,38.998.600,Định kỳ - Cuối kỳ,13/05/2010,13/05/2015,Standard Coupon,"11,33",2/6/2010,0 ngày,Hủy niêm yết,100000
TB1015043,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,300,Định kỳ - Cuối kỳ,27/05/2010,27/05/2015,Standard Coupon,"11,2",18/06/2010,0 ngày,Hủy niêm yết,100000
TB1015048,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,3.000.000,Định kỳ - Cuối kỳ,10/6/2010,10/6/2015,Standard Coupon,"11,15",30/06/2010,0 ngày,Hủy niêm yết,100000
TB1015052,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,11.000.000,Định kỳ - Cuối kỳ,24/06/2010,24/06/2015,Standard Coupon,"10,55",14/07/2010,0 ngày,Hủy niêm yết,100000
TB1015055,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,2.000.000,Định kỳ - Cuối kỳ,8/7/2010,8/7/2015,Standard Coupon,"10,3",30/07/2010,0 ngày,Hủy niêm yết,100000
TB1015059,VND,5 Năm,Kho bạc Nhà nước- Bộ Tài chính,23.119.100,Định kỳ - Cuối kỳ,9/9/2010,9/9/2015,Standard Coupon,"10,4",5/11/2010,0 ngày,Hủy niêm yết,100000
TB1328154,VND,15 Năm,Kho bạc Nhà nước- Bộ Tài chính,42.120.000,Định kỳ - Cuối kỳ,30/06/2013,30/06/2028,Standard Coupon,"8,9",4/7/2013,1946 ngày,Bình thường,100000
TD1012037,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,10.000.000,Định kỳ - Cuối kỳ,17/05/2010,17/05/2012,Standard Coupon,11,1/6/2010,0 ngày,Hủy niêm yết,100000
TD1012039,VND,2 Năm,Kho bạc Nhà nước- Bộ Tài chính,20.000.000,Định kỳ - Cuối kỳ,24/05/2010,24/05/2012,Standard Coupon,"10,9",21/06/2010,0 ngày,Hủy niêm yết,100000
TD1013038,VND,3 Năm,Kho bạc Nhà nước- Bộ Tài chính,6.000.000,Định kỳ - Cuối kỳ,17/05/2010,17/05/2013,Standard Coupon,"11,25",1/6/2010,0 ngày,Hủy niêm yết,100000
