bond_code,currency_type,tenor,issuance_volume,outstanding_volume,interest_payment_method,issuance_date,maturity_date,interest_payment_type,coupon_rate,first_trading_date,remaining_tenor,status,face_value
BVBS16327,VND,5 Năm,Ngân hàng Chính sách Xã hội,5.000.000,Định kỳ - Cuối kỳ,23/08/2016,23/08/2021,Standard Coupon,"6,4",24/08/2016,7 ngày,Hủy niêm yết,100000
BVBS16328,VND,5 Năm,Ngân hàng Chính sách Xã hội,5.000.000,Định kỳ - Cuối kỳ,30/08/2016,30/08/2021,Standard Coupon,"6,3",31/08/2016,7 ngày,Hủy niêm yết,100000
BVBS16329,VND,5 Năm,Ngân hàng Chính sách Xã hội,4.000.000,Định kỳ - Cuối kỳ,6/9/2016,6/9/2021,Standard Coupon,"6,1",7/9/2016,11 ngày,Hủy niêm yết,100000
BVBS16330,VND,5 Năm,Ngân hàng Chính sách Xã hội,5.000.000,Định kỳ - Cuối kỳ,13/09/2016,13/09/2021,Standard Coupon,6,14/09/2016,7 ngày,Hủy niêm yết,100000
BVBS16331,VND,5 Năm,Ngân hàng Chính sách Xã hội,2.000.000,Định kỳ - Cuối kỳ,11/10/2016,11/10/2021,Standard Coupon,"5,1",12/10/2016,7 ngày,Hủy niêm yết,100000
BVBS16332,VND,5 Năm,Ngân hàng Chính sách Xã hội,3.000.000,Định kỳ - Cuối kỳ,8/11/2016,8/11/2021,Standard Coupon,"5,3",9/11/2016,7 ngày,Hủy niêm yết,100000
BVBS16333,VND,5 Năm,Ngân hàng Chính sách Xã hội,1.500.000,Định kỳ - Cuối kỳ,15/11/2016,15/11/2021,Standard Coupon,"5,5",16/11/2016,7 ngày,Hủy niêm yết,100000
BVBS16335,VND,5 Năm,Ngân hàng Chính sách Xã hội,4.240.000,Định kỳ - Cuối kỳ,29/11/2016,29/11/2021,Standard Coupon,"5,5",30/11/2016,7 ngày,Hủy niêm yết,100000
BVBS16365,VND,10 Năm,Ngân hàng Chính sách Xã hội,400,Định kỳ - Cuối kỳ,30/08/2016,30/08/2026,Standard Coupon,"7,5",31/08/2016,1276 ngày,Bình thường,100000
BVBS16367,VND,10 Năm,Ngân hàng Chính sách Xã hội,1.500.000,Định kỳ - Cuối kỳ,13/09/2016,13/09/2026,Standard Coupon,"7,5",14/09/2016,1290 ngày,Bình thường,100000
BVBS16368,VND,10 Năm,Ngân hàng Chính sách Xã hội,2.500.000,Định kỳ - Cuối kỳ,27/09/2016,27/09/2026,Standard Coupon,"7,1",28/09/2016,1304 ngày,Bình thường,100000
BVBS16369,VND,10 Năm,Ngân hàng Chính sách Xã hội,500,Định kỳ - Cuối kỳ,4/10/2016,4/10/2026,Standard Coupon,7,5/10/2016,1311 ngày,Bình thường,100000
BVBS16370,VND,10 Năm,Ngân hàng Chính sách Xã hội,2.000.000,Định kỳ - Cuối kỳ,11/10/2016,11/10/2026,Standard Coupon,"6,8",12/10/2016,1318 ngày,Bình thường,100000
BVBS16373,VND,10 Năm,Ngân hàng Chính sách Xã hội,1.000.000,Định kỳ - Cuối kỳ,1/11/2016,1/11/2026,Standard Coupon,"6,8",2/11/2016,1339 ngày,Bình thường,100000
BVBS16394,VND,15 Năm,Ngân hàng Chính sách Xã hội,3.000.000,Định kỳ - Cuối kỳ,17/06/2016,17/06/2031,Standard Coupon,"8,1",20/06/2016,3028 ngày,Bình thường,100000
BVBS16395,VND,15 Năm,Ngân hàng Chính sách Xã hội,2.000.000,Định kỳ - Cuối kỳ,22/06/2016,22/06/2031,Standard Coupon,"8,1",23/06/2016,3033 ngày,Bình thường,100000
BVBS16403,VND,15 Năm,Ngân hàng Chính sách Xã hội,1.000.000,Định kỳ - Cuối kỳ,30/08/2016,30/08/2031,Standard Coupon,"8,1",31/08/2016,3102 ngày,Bình thường,100000
BVBS16405,VND,15 Năm,Ngân hàng Chính sách Xã hội,3.000.000,Định kỳ - Cuối kỳ,13/09/2016,13/09/2031,Standard Coupon,8,14/09/2016,3116 ngày,Bình thường,100000
BVBS16406,VND,15 Năm,Ngân hàng Chính sách Xã hội,2.860.000,Định kỳ - Cuối kỳ,27/09/2016,27/09/2031,Standard Coupon,"7,6",28/09/2016,3130 ngày,Bình thường,100000
BVBS16408,VND,15 Năm,Ngân hàng Chính sách Xã hội,5.000.000,Định kỳ - Cuối kỳ,11/10/2016,11/10/2031,Standard Coupon,"7,6",12/10/2016,3144 ngày,Bình thường,100000
BVBS16409,VND,15 Năm,Ngân hàng Chính sách Xã hội,1.000.000,Định kỳ - Cuối kỳ,18/10/2016,18/10/2031,Standard Coupon,"7,6",19/10/2016,3151 ngày,Bình thường,100000
BVBS16410,VND,15 Năm,Ngân hàng Chính sách Xã hội,1.000.000,Định kỳ - Cuối kỳ,25/10/2016,25/10/2031,Standard Coupon,"7,6",26/10/2016,3158 ngày,Bình thường,100000
BVBS16411,VND,15 Năm,Ngân hàng Chính sách Xã hội,1.000.000,Định kỳ - Cuối kỳ,1/11/2016,1/11/2031,Standard Coupon,"7,6",2/11/2016,3165 ngày,Bình thường,100000
BVBS17024,VND,5 Năm,Ngân hàng Chính sách Xã hội,3.000.000,Định kỳ - Cuối kỳ,7/3/2017,7/3/2022,Standard Coupon,"5,3",8/3/2017,7 ngày,Hủy niêm yết,100000
BVBS17025,VND,5 Năm,Ngân hàng Chính sách Xã hội,3.000.000,Định kỳ - Cuối kỳ,14/03/2017,14/03/2022,Standard Coupon,"5,3",15/03/2017,7 ngày,Hủy niêm yết,100000
BVBS17026,VND,5 Năm,Ngân hàng Chính sách Xã hội,4.000.000,Định kỳ - Cuối kỳ,21/03/2017,21/03/2022,Standard Coupon,"5,3",22/03/2017,7 ngày,Hủy niêm yết,100000
BVBS17027,VND,5 Năm,Ngân hàng Chính sách Xã hội,3.000.000,Định kỳ - Cuối kỳ,28/03/2017,28/03/2022,Standard Coupon,"5,4",29/03/2017,7 ngày,Hủy niêm yết,100000
BVBS17028,VND,5 Năm,Ngân hàng Chính sách Xã hội,1.000.000,Định kỳ - Cuối kỳ,16/05/2017,16/05/2022,Standard Coupon,"5,4",17/05/2017,7 ngày,Hủy niêm yết,100000
BVBS17052,VND,10 Năm,Ngân hàng Chính sách Xã hội,1.500.000,Định kỳ - Cuối kỳ,24/01/2017,24/01/2027,Standard Coupon,"6,8",25/01/2017,1423 ngày,Bình thường,100000
BVBS17053,VND,10 Năm,Ngân hàng Chính sách Xã hội,2.000.000,Định kỳ - Cuối kỳ,7/3/2017,7/3/2027,Standard Coupon,"6,5",8/3/2017,1465 ngày,Bình thường,100000
BVBS17054,VND,10 Năm,Ngân hàng Chính sách Xã hội,2.000.000,Định kỳ - Cuối kỳ,14/03/2017,14/03/2027,Standard Coupon,"6,5",15/03/2017,1472 ngày,Bình thường,100000
BVBS17055,VND,10 Năm,Ngân hàng Chính sách Xã hội,4.000.000,Định kỳ - Cuối kỳ,21/03/2017,21/03/2027,Standard Coupon,"6,4",22/03/2017,1479 ngày,Bình thường,100000
BVBS17056,VND,10 Năm,Ngân hàng Chính sách Xã hội,4.000.000,Định kỳ - Cuối kỳ,28/03/2017,28/03/2027,Standard Coupon,"6,4",29/03/2017,1486 ngày,Bình thường,100000
BVBS17057,VND,10 Năm,Ngân hàng Chính sách Xã hội,4.000.000,Định kỳ - Cuối kỳ,16/05/2017,16/05/2027,Standard Coupon,"6,4",17/05/2017,1535 ngày,Bình thường,100000
BVBS17058,VND,10 Năm,Ngân hàng Chính sách Xã hội,4.000.000,Định kỳ - Cuối kỳ,23/05/2017,23/05/2027,Standard Coupon,"6,3",24/05/2017,1542 ngày,Bình thường,100000
BVBS17059,VND,10 Năm,Ngân hàng Chính sách Xã hội,3.000.000,Định kỳ - Cuối kỳ,30/05/2017,30/05/2027,Standard Coupon,"6,1",31/05/2017,1549 ngày,Bình thường,100000
BVBS17060,VND,10 Năm,Ngân hàng Chính sách Xã hội,4.000.000,Định kỳ - Cuối kỳ,31/10/2017,31/10/2027,Standard Coupon,"5,9",1/11/2017,1703 ngày,Bình thường,100000
BVBS17061,VND,10 Năm,Ngân hàng Chính sách Xã hội,4.000.000,Định kỳ - Cuối kỳ,7/11/2017,7/11/2027,Standard Coupon,"5,9",8/11/2017,1710 ngày,Bình thường,100000
BVBS17062,VND,10 Năm,Ngân hàng Chính sách Xã hội,3.900.000,Định kỳ - Cuối kỳ,14/11/2017,14/11/2027,Standard Coupon,"5,9",15/11/2017,1717 ngày,Bình thường,100000
BVBS17063,VND,10 Năm,Ngân hàng Chính sách Xã hội,3.400.000,Định kỳ - Cuối kỳ,21/11/2017,21/11/2027,Standard Coupon,"5,9",22/11/2017,1724 ngày,Bình thường,100000
BVBS17064,VND,10 Năm,Ngân hàng Chính sách Xã hội,3.000.000,Định kỳ - Cuối kỳ,28/11/2017,28/11/2027,Standard Coupon,"5,9",29/11/2017,1731 ngày,Bình thường,100000
BVBS17065,VND,10 Năm,Ngân hàng Chính sách Xã hội,2.080.000,Định kỳ - Cuối kỳ,5/12/2017,5/12/2027,Standard Coupon,"5,8",6/12/2017,1738 ngày,Bình thường,100000
BVBS17081,VND,15 Năm,Ngân hàng Chính sách Xã hội,2.500.000,Định kỳ - Cuối kỳ,10/1/2017,10/1/2032,Standard Coupon,"7,6",11/1/2017,3235 ngày,Bình thường,100000
BVBS17082,VND,15 Năm,Ngân hàng Chính sách Xã hội,3.000.000,Định kỳ - Cuối kỳ,17/01/2017,17/01/2032,Standard Coupon,"7,7",18/01/2017,3242 ngày,Bình thường,100000
BVBS17083,VND,15 Năm,Ngân hàng Chính sách Xã hội,1.000.000,Định kỳ - Cuối kỳ,24/01/2017,24/01/2032,Standard Coupon,"7,6",25/01/2017,3249 ngày,Bình thường,100000
BVBS17084,VND,15 Năm,Ngân hàng Chính sách Xã hội,4.200.000,Định kỳ - Cuối kỳ,7/3/2017,7/3/2032,Standard Coupon,"7,5",8/3/2017,3292 ngày,Bình thường,100000
BVBS17085,VND,15 Năm,Ngân hàng Chính sách Xã hội,1.000.000,Định kỳ - Cuối kỳ,14/03/2017,14/03/2032,Standard Coupon,"7,5",15/03/2017,3299 ngày,Bình thường,100000
BVBS17086,VND,15 Năm,Ngân hàng Chính sách Xã hội,1.000.000,Định kỳ - Cuối kỳ,21/03/2017,21/03/2032,Standard Coupon,"7,3",22/03/2017,3306 ngày,Bình thường,100000
BVBS17087,VND,15 Năm,Ngân hàng Chính sách Xã hội,2.800.000,Định kỳ - Cuối kỳ,28/03/2017,28/03/2032,Standard Coupon,"7,3",29/03/2017,3313 ngày,Bình thường,100000
BVBS17088,VND,15 Năm,Ngân hàng Chính sách Xã hội,2.200.000,Định kỳ - Cuối kỳ,16/05/2017,16/05/2032,Standard Coupon,"7,1",17/05/2017,3362 ngày,Bình thường,100000
BVBS17089,VND,15 Năm,Ngân hàng Chính sách Xã hội,4.000.000,Định kỳ - Cuối kỳ,23/05/2017,23/05/2032,Standard Coupon,"7,1",24/05/2017,3369 ngày,Bình thường,100000
BVBS17090,VND,15 Năm,Ngân hàng Chính sách Xã hội,2.000.000,Định kỳ - Cuối kỳ,30/05/2017,30/05/2032,Standard Coupon,"6,9",31/05/2017,3376 ngày,Bình thường,100000
BVBS17091,VND,15 Năm,Ngân hàng Chính sách Xã hội,2.000.000,Định kỳ - Cuối kỳ,31/10/2017,31/10/2032,Standard Coupon,"6,2",1/11/2017,3530 ngày,Bình thường,100000
BVBS17092,VND,15 Năm,Ngân hàng Chính sách Xã hội,2.000.000,Định kỳ - Cuối kỳ,7/11/2017,7/11/2032,Standard Coupon,"6,2",8/11/2017,3537 ngày,Bình thường,100000
BVBS17093,VND,15 Năm,Ngân hàng Chính sách Xã hội,2.000.000,Định kỳ - Cuối kỳ,14/11/2017,14/11/2032,Standard Coupon,"6,2",15/11/2017,3544 ngày,Bình thường,100000
BVBS17094,VND,15 Năm,Ngân hàng Chính sách Xã hội,1.920.000,Định kỳ - Cuối kỳ,21/11/2017,21/11/2032,Standard Coupon,"6,2",22/11/2017,3551 ngày,Bình thường,100000
BVBS17095,VND,15 Năm,Ngân hàng Chính sách Xã hội,2.000.000,Định kỳ - Cuối kỳ,28/11/2017,28/11/2032,Standard Coupon,"6,2",29/11/2017,3558 ngày,Bình thường,100000
BVBS18145,VND,3 Năm,Ngân hàng Chính sách Xã hội,2.000.000,Định kỳ - Cuối kỳ,21/08/2018,21/08/2021,Standard Coupon,"4,9",22/08/2018,5 ngày,Hủy niêm yết,100000
BVBS18146,VND,3 Năm,Ngân hàng Chính sách Xã hội,3.000.000,Định kỳ - Cuối kỳ,28/08/2018,28/08/2021,Standard Coupon,5,29/08/2018,5 ngày,Hủy niêm yết,100000
BVBS18147,VND,3 Năm,Ngân hàng Chính sách Xã hội,4.000.000,Định kỳ - Cuối kỳ,5/9/2018,5/9/2021,Standard Coupon,5,6/9/2018,10 ngày,Hủy niêm yết,100000
BVBS18148,VND,3 Năm,Ngân hàng Chính sách Xã hội,10.000.000,Định kỳ - Cuối kỳ,11/9/2018,11/9/2021,Standard Coupon,5,12/9/2018,5 ngày,Hủy niêm yết,100000
BVBS18149,VND,3 Năm,Ngân hàng Chính sách Xã hội,9.000.000,Định kỳ - Cuối kỳ,18/09/2018,18/09/2021,Standard Coupon,"4,9",19/09/2018,5 ngày,Hủy niêm yết,100000
BVBS18160,VND,5 Năm,Ngân hàng Chính sách Xã hội,2.000.000,Định kỳ - Cuối kỳ,17/07/2018,17/07/2023,Standard Coupon,4,18/07/2018,136 ngày,Bình thường,100000
BVBS18161,VND,5 Năm,Ngân hàng Chính sách Xã hội,1.500.000,Định kỳ - Cuối kỳ,24/07/2018,24/07/2023,Standard Coupon,"4,1",25/07/2018,143 ngày,Bình thường,100000
BVBS18164,VND,5 Năm,Ngân hàng Chính sách Xã hội,2.010.000,Định kỳ - Cuối kỳ,14/08/2018,14/08/2023,Standard Coupon,5,15/08/2018,164 ngày,Bình thường,100000
BVBS18165,VND,5 Năm,Ngân hàng Chính sách Xã hội,1.000.000,Định kỳ - Cuối kỳ,21/08/2018,21/08/2023,Standard Coupon,5,22/08/2018,171 ngày,Bình thường,100000
BVBS18166,VND,5 Năm,Ngân hàng Chính sách Xã hội,2.500.000,Định kỳ - Cuối kỳ,28/08/2018,28/08/2023,Standard Coupon,"5,1",29/08/2018,178 ngày,Bình thường,100000
BVBS18169,VND,5 Năm,Ngân hàng Chính sách Xã hội,5.500.000,Định kỳ - Cuối kỳ,18/09/2018,18/09/2023,Standard Coupon,5,19/09/2018,199 ngày,Bình thường,100000
BVBS18170,VND,5 Năm,Ngân hàng Chính sách Xã hội,5.000.000,Định kỳ - Cuối kỳ,25/09/2018,25/09/2023,Standard Coupon,5,26/09/2018,206 ngày,Bình thường,100000
BVBS18171,VND,5 Năm,Ngân hàng Chính sách Xã hội,5.000.000,Định kỳ - Cuối kỳ,2/10/2018,2/10/2023,Standard Coupon,5,3/10/2018,213 ngày,Bình thường,100000
BVBS18196,VND,10 Năm,Ngân hàng Chính sách Xã hội,2.000.000,Định kỳ - Cuối kỳ,14/08/2018,14/08/2028,Standard Coupon,"5,6",15/08/2018,1991 ngày,Bình thường,100000
BVBS18222,VND,15 Năm,Ngân hàng Chính sách Xã hội,100,Định kỳ - Cuối kỳ,21/08/2018,21/08/2033,Standard Coupon,"5,9",22/08/2018,3824 ngày,Bình thường,100000
BVBS18223,VND,15 Năm,Ngân hàng Chính sách Xã hội,190,Định kỳ - Cuối kỳ,28/08/2018,28/08/2033,Standard Coupon,6,29/08/2018,3831 ngày,Bình thường,100000
BVBS18225,VND,15 Năm,Ngân hàng Chính sách Xã hội,2.500.000,Định kỳ - Cuối kỳ,11/9/2018,11/9/2033,Standard Coupon,6,12/9/2018,3845 ngày,Bình thường,100000
BVBS18226,VND,15 Năm,Ngân hàng Chính sách Xã hội,5.000.000,Định kỳ - Cuối kỳ,18/09/2018,18/09/2033,Standard Coupon,6,19/09/2018,3852 ngày,Bình thường,100000
BVBS18227,VND,15 Năm,Ngân hàng Chính sách Xã hội,10.000.000,Định kỳ - Cuối kỳ,25/09/2018,25/09/2033,Standard Coupon,6,26/09/2018,3859 ngày,Bình thường,100000
BVBS18228,VND,15 Năm,Ngân hàng Chính sách Xã hội,4.500.000,Định kỳ - Cuối kỳ,2/10/2018,2/10/2033,Standard Coupon,6,3/10/2018,3866 ngày,Bình thường,100000
BVBS18229,VND,15 Năm,Ngân hàng Chính sách Xã hội,8.000.000,Định kỳ - Cuối kỳ,9/10/2018,9/10/2033,Standard Coupon,6,10/10/2018,3873 ngày,Bình thường,100000
BVBS18230,VND,15 Năm,Ngân hàng Chính sách Xã hội,9.500.000,Định kỳ - Cuối kỳ,16/10/2018,16/10/2033,Standard Coupon,6,17/10/2018,3880 ngày,Bình thường,100000
BVBS22276,VND,15 Năm,Ngân hàng Chính sách Xã hội,2.400.000,Định kỳ - Cuối kỳ,23/10/2018,23/10/2033,Standard Coupon,"5,9",24/10/2018,3887 ngày,Bình thường,100000
BVBS19126,VND,10 Năm,Ngân hàng Chính sách Xã hội,1.220.000,Định kỳ - Cuối kỳ,10/9/2019,10/9/2029,Standard Coupon,"4,4",11/9/2019,2383 ngày,Bình thường,100000
BVBS19127,VND,10 Năm,Ngân hàng Chính sách Xã hội,2.000.000,Định kỳ - Cuối kỳ,17/09/2019,17/09/2029,Standard Coupon,"4,4",18/09/2019,2390 ngày,Bình thường,100000
BVBS19144,VND,15 Năm,Ngân hàng Chính sách Xã hội,5.000.000,Định kỳ - Cuối kỳ,10/9/2019,10/9/2034,Standard Coupon,"4,7",11/9/2019,4209 ngày,Bình thường,100000
BVBS19145,VND,15 Năm,Ngân hàng Chính sách Xã hội,10.000.000,Định kỳ - Cuối kỳ,17/09/2019,17/09/2034,Standard Coupon,"4,7",18/09/2019,4216 ngày,Bình thường,100000
BVBS19146,VND,15 Năm,Ngân hàng Chính sách Xã hội,10.000.000,Định kỳ - Cuối kỳ,24/09/2019,24/09/2034,Standard Coupon,"4,6",25/09/2019,4223 ngày,Bình thường,100000
BVBS19147,VND,15 Năm,Ngân hàng Chính sách Xã hội,8.798.250,Định kỳ - Cuối kỳ,1/10/2019,1/10/2034,Standard Coupon,"4,7",2/10/2019,4230 ngày,Bình thường,100000
BVBS20120,VND,10 Năm,Ngân hàng Chính sách Xã hội,10.000.000,Định kỳ - Cuối kỳ,27/11/2020,27/11/2030,Standard Coupon,"2,7",30/11/2020,2826 ngày,Bình thường,100000
BVBS20121,VND,10 Năm,Ngân hàng Chính sách Xã hội,10.000.000,Định kỳ - Cuối kỳ,4/12/2020,4/12/2030,Standard Coupon,"2,7",7/12/2020,2833 ngày,Bình thường,100000
BVBS20126,VND,15 Năm,Ngân hàng Chính sách Xã hội,9.000.000,Định kỳ - Cuối kỳ,27/11/2020,27/11/2035,Standard Coupon,"2,9",30/11/2020,4652 ngày,Bình thường,100000
BVBS20127,VND,15 Năm,Ngân hàng Chính sách Xã hội,14.750.000,Định kỳ - Cuối kỳ,4/12/2020,4/12/2035,Standard Coupon,"2,9",7/12/2020,4659 ngày,Bình thường,100000
BVBS21129,VND,10 Năm,Ngân hàng Chính sách Xã hội,10.000.000,Định kỳ - Cuối kỳ,13/07/2021,13/07/2031,Standard Coupon,"2,5",14/07/2021,3054 ngày,Bình thường,100000
BVBS21130,VND,10 Năm,Ngân hàng Chính sách Xã hội,10.000.000,Định kỳ - Cuối kỳ,20/07/2021,20/07/2031,Standard Coupon,"2,4",21/07/2021,3061 ngày,Bình thường,100000
BVBS21131,VND,10 Năm,Ngân hàng Chính sách Xã hội,20.000.000,Định kỳ - Cuối kỳ,27/07/2021,27/07/2031,Standard Coupon,"2,4",28/07/2021,3068 ngày,Bình thường,100000
BVBS21132,VND,10 Năm,Ngân hàng Chính sách Xã hội,20.000.000,Định kỳ - Cuối kỳ,3/8/2021,3/8/2031,Standard Coupon,"2,4",4/8/2021,3075 ngày,Bình thường,100000
BVBS21133,VND,10 Năm,Ngân hàng Chính sách Xã hội,14.000.000,Định kỳ - Cuối kỳ,10/8/2021,10/8/2031,Standard Coupon,"2,4",11/8/2021,3082 ngày,Bình thường,100000
BVBS21144,VND,15 Năm,Ngân hàng Chính sách Xã hội,5.000.000,Định kỳ - Cuối kỳ,13/07/2021,13/07/2036,Standard Coupon,"2,5",14/07/2021,4881 ngày,Bình thường,100000
BVBS21148,VND,15 Năm,Ngân hàng Chính sách Xã hội,20.000.000,Định kỳ - Cuối kỳ,10/8/2021,10/8/2036,Standard Coupon,"2,5",11/8/2021,4909 ngày,Bình thường,100000
BVBS21149,VND,15 Năm,Ngân hàng Chính sách Xã hội,11.240.000,Định kỳ - Cuối kỳ,17/08/2021,17/08/2036,Standard Coupon,"2,5",18/08/2021,4916 ngày,Bình thường,100000
BVBS22138,VND,3 Năm,Ngân hàng Chính sách Xã hội,15.000.000,Định kỳ - Cuối kỳ,10/5/2022,10/5/2025,Standard Coupon,"2,3",11/5/2022,799 ngày,Bình thường,100000
BVBS22139,VND,3 Năm,Ngân hàng Chính sách Xã hội,10.000.000,Định kỳ - Cuối kỳ,17/05/2022,17/05/2025,Standard Coupon,"2,3",18/05/2022,806 ngày,Bình thường,100000
BVBS22140,VND,3 Năm,Ngân hàng Chính sách Xã hội,1.000.000,Định kỳ - Cuối kỳ,24/05/2022,24/05/2025,Standard Coupon,"2,3",25/05/2022,813 ngày,Bình thường,100000
BVBS22144,VND,3 Năm,Ngân hàng Chính sách Xã hội,15.000.000,Định kỳ - Cuối kỳ,21/06/2022,21/06/2025,Standard Coupon,"2,4",22/06/2022,841 ngày,Bình thường,100000
BVBS22145,VND,3 Năm,Ngân hàng Chính sách Xã hội,6.000.000,Định kỳ - Cuối kỳ,28/06/2022,28/06/2025,Standard Coupon,"2,4",29/06/2022,848 ngày,Bình thường,100000
BVBS22146,VND,5 Năm,Ngân hàng Chính sách Xã hội,1.000.000,Định kỳ - Cuối kỳ,27/04/2022,27/04/2027,Standard Coupon,"2,3",28/04/2022,1516 ngày,Bình thường,100000
BVBS22155,VND,5 Năm,Ngân hàng Chính sách Xã hội,2.000.000,Định kỳ - Cuối kỳ,28/06/2022,28/06/2027,Standard Coupon,"2,7",29/06/2022,1578 ngày,Bình thường,100000
BVBS22218,VND,3 Năm,Ngân hàng Chính sách Xã hội,5.000.000,Định kỳ - Cuối kỳ,13/09/2022,13/09/2025,Standard Coupon,"3,7",14/09/2022,925 ngày,Bình thường,100000
BVBS22223,VND,3 Năm,Ngân hàng Chính sách Xã hội,6.000.000,Định kỳ - Cuối kỳ,18/10/2022,18/10/2025,Standard Coupon,"4,7",19/10/2022,960 ngày,Bình thường,100000
BVBS22224,VND,3 Năm,Ngân hàng Chính sách Xã hội,15.000.000,Định kỳ - Cuối kỳ,25/10/2022,25/10/2025,Standard Coupon,"4,7",26/10/2022,967 ngày,Bình thường,100000
BVBS22225,VND,3 Năm,Ngân hàng Chính sách Xã hội,20.000.000,Định kỳ - Cuối kỳ,1/11/2022,1/11/2025,Standard Coupon,"4,7",2/11/2022,974 ngày,Bình thường,100000
BVBS22226,VND,3 Năm,Ngân hàng Chính sách Xã hội,5.000.000,Định kỳ - Cuối kỳ,8/11/2022,8/11/2025,Standard Coupon,"4,7",9/11/2022,981 ngày,Bình thường,100000
BVBS22227,VND,3 Năm,Ngân hàng Chính sách Xã hội,4.000.000,Định kỳ - Cuối kỳ,15/11/2022,15/11/2025,Standard Coupon,"4,6",16/11/2022,988 ngày,Bình thường,100000
BVBS22228,VND,3 Năm,Ngân hàng Chính sách Xã hội,5.000.000,Định kỳ - Cuối kỳ,12/12/2022,12/12/2025,Standard Coupon,"4,7",13/12/2022,1015 ngày,Bình thường,100000
BVBS22246,VND,5 Năm,Ngân hàng Chính sách Xã hội,2.000.000,Định kỳ - Cuối kỳ,18/10/2022,18/10/2027,Standard Coupon,"4,5",19/10/2022,1690 ngày,Bình thường,100000
BVBS22247,VND,5 Năm,Ngân hàng Chính sách Xã hội,15.000.000,Định kỳ - Cuối kỳ,25/10/2022,25/10/2027,Standard Coupon,"4,8",26/10/2022,1697 ngày,Bình thường,100000
BVBS22248,VND,5 Năm,Ngân hàng Chính sách Xã hội,10.000.000,Định kỳ - Cuối kỳ,1/11/2022,1/11/2027,Standard Coupon,"4,8",2/11/2022,1704 ngày,Bình thường,100000
BVBS22249,VND,5 Năm,Ngân hàng Chính sách Xã hội,10.000.000,Định kỳ - Cuối kỳ,8/11/2022,8/11/2027,Standard Coupon,"4,8",9/11/2022,1711 ngày,Bình thường,100000
BVBS22250,VND,5 Năm,Ngân hàng Chính sách Xã hội,7.000.000,Định kỳ - Cuối kỳ,15/11/2022,15/11/2027,Standard Coupon,"4,7",16/11/2022,1718 ngày,Bình thường,100000
BVBS22275,VND,5 Năm,Ngân hàng Chính sách Xã hội,15.000.000,Định kỳ - Cuối kỳ,12/12/2022,12/12/2027,Standard Coupon,"4,8",13/12/2022,1745 ngày,Bình thường,100000
BVBS22276,VND,5 Năm,Ngân hàng Chính sách Xã hội,10.000.000,Định kỳ - Cuối kỳ,20/12/2022,20/12/2027,Standard Coupon,"4,8",21/12/2022,1753 ngày,Bình thường,100000
BVDB12078,VND,10 Năm,Ngân hàng Phát triển Việt Nam,5.000.000,Định kỳ - Cuối kỳ,2/10/2012,2/10/2022,Standard Coupon,"9,6",4/10/2012,6 ngày,Hủy niêm yết,100000
BVDB12138,VND,2 Năm,Ngân hàng Phát triển Việt Nam,3.000.000,Định kỳ - Cuối kỳ,13/09/2012,13/09/2014,Standard Coupon,10,17/09/2012,0 ngày,Hủy niêm yết,100000
BVDB12139,VND,3 Năm,Ngân hàng Phát triển Việt Nam,4.000.000,Định kỳ - Cuối kỳ,13/09/2012,13/09/2015,Standard Coupon,"10,1",17/09/2012,0 ngày,Hủy niêm yết,100000
BVDB12145,VND,3 Năm,Ngân hàng Phát triển Việt Nam,16.900.000,Định kỳ - Cuối kỳ,26/09/2012,26/09/2015,Standard Coupon,"10,1",2/10/2012,0 ngày,Hủy niêm yết,100000
BVDB12147,VND,2 Năm,Ngân hàng Phát triển Việt Nam,4.000.000,Định kỳ - Cuối kỳ,13/11/2012,13/11/2014,Standard Coupon,"10,5",15/11/2012,0 ngày,Hủy niêm yết,100000
BVDB12149,VND,5 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,20/11/2012,20/11/2017,Standard Coupon,"10,8",22/11/2012,7 ngày,Hủy niêm yết,100000
BVDB12150,VND,2 Năm,Ngân hàng Phát triển Việt Nam,6.000.000,Định kỳ - Cuối kỳ,20/11/2012,20/11/2014,Standard Coupon,"10,5",22/11/2012,0 ngày,Hủy niêm yết,100000
BVDB12151,VND,3 Năm,Ngân hàng Phát triển Việt Nam,1.000.000,Định kỳ - Cuối kỳ,13/11/2012,13/11/2015,Standard Coupon,"10,6",15/11/2012,0 ngày,Hủy niêm yết,100000
BVDB12152,VND,5 Năm,Ngân hàng Phát triển Việt Nam,3.000.000,Định kỳ - Cuối kỳ,26/11/2012,26/11/2017,Standard Coupon,"10,7",28/11/2012,6 ngày,Hủy niêm yết,100000
BVDB12188,VND,2 Năm,Ngân hàng Phát triển Việt Nam,13.000.000,Định kỳ - Cuối kỳ,26/11/2012,26/11/2014,Standard Coupon,"10,5",28/11/2012,0 ngày,Hủy niêm yết,100000
BVDB12189,VND,2 Năm,Ngân hàng Phát triển Việt Nam,8.000.000,Định kỳ - Cuối kỳ,3/12/2012,3/12/2014,Standard Coupon,"10,5",5/12/2012,0 ngày,Hủy niêm yết,100000
BVDB12190,VND,2 Năm,Ngân hàng Phát triển Việt Nam,14.000.000,Định kỳ - Cuối kỳ,11/12/2012,11/12/2014,Standard Coupon,"10,5",13/12/2012,0 ngày,Hủy niêm yết,100000
